Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Laanila	2h+kk+s	kt	4100	124000	3024	2012	4/4	on	hyvä	B2007
Haapalehto	2h, k, s	rt	6500	64000	985	1976	1/1	ei	hyvä	F2013
Laanila	2h+kk+s	kt	5200	127500	2452	2007	2/4	on	hyvä	D2013
Myllyoja	2h, k, kph, vh	kt	5500	63000	1145	1975	1/3	ei	hyvä	B2007
Kynsilehto	2h,k,ph,wc,vh	rt	5800	114000	1966	1994	1/1	ei	hyvä	E2013
Kirkkokangas	2h, kk, s, ullakko	rt	6500	88000	1354	1985	-1/2	ei	hyvä	C2007
Kirkkokangas	2h, k, s	rt	4550	92000	2022	1986	1/2	ei	hyvä	D2007
Kynsilehto	2h, k	kt	3900	106500	2731	2017	1/5	on	hyvä	C2013
Myllyoja	2h, k, ph	kt	6050	65000	1074	1973	2/3	ei	hyvä	D2007
Myllyoja	2h+k+s	rt	6100	56000	918	1974	1/1	ei	tyyd.	E2013
Nykäsenkangas	2h, k, s	kt	5500	110000	2000	1986	1/2	ei	hyvä	D2007
Saarela	2h+k+s	rt	5700	82000	1439	1997	1/1	ei	hyvä	D2007
Haapalehto	2h, k, kph, s	rt	5900	106600	1807	1993	1/1	ei	hyvä	E2013
Kynsilehto	2h, k, s	rt	4950	94000	1899	1994	1/1	ei	hyvä	F2013
Myllyoja	2h, k, kph, par...	kt	5900	67000	1136	1974	2/3	ei	hyvä	C2007
Hintta	2h, k, ph, s, wc	kt	5350	105000	1963	1994	1/2	ei	hyvä	D2007
Saarela	3 h,k,s,AK	rt	7300	114500	1568	1994	1/1	ei	hyvä	B2007
Myllyoja	3h, k, s	rt	7800	75000	962	1974	1/1	ei	hyvä	G2013
Kynsilehto	3h+k+ph+s	rt	7400	151000	2041	1997	1/1	ei	hyvä	E2013
Haapalehto	3h, k, kph, s, ...	rt	8000	104000	1300	1974	1/1	ei	hyvä	E2013
Haapalehto	3h+k+ph+s	rt	7800	97000	1244	1977	-1/2	ei	hyvä	D2013
Hintta	3h, k, s	kt	6100	156000	2557	2015	2/3	on	hyvä	C2013
Hintta	3h, k, kph, s, ...	kt	6800	189000	2779	2014	2/3	on	hyvä	C2013
Kynsilehto	3h, k, kph, s, wc	rt	7300	115000	1575	1985	1/1	ei	hyvä	G
Haapalehto	3h, k, ph, s, wc	rt	7800	97500	1250	1980	-1/2	ei	hyvä	D2013
Saarela	3h, k, s	rt	7700	133000	1727	1997	1/1	ei	hyvä	D2007
Hintta	3h, k, ph, s	kt	6200	140000	2258	2002	1/1	ei	hyvä	D2007
Laanila	3h, k, s	kt	7250	169000	2331	2007	3/4	on	hyvä	D2013
Laanila	3h, k, s	kt	7000	172000	2457	2004	3/3	on	hyvä	D2007
Haapalehto	4h, k, s	rt	9800	121000	1235	1976	1/2	ei	hyvä	B2007
Kynsilehto	3mh, oh, k, kh,...	ok	10000	198000	1980	1995	1/1	ei	hyvä	E
Myllyoja	4h, tkh, k, kph...	rt	13600	180000	1324	1975	1/1	ei	hyvä	
Hintta	4h, k, wc, khh,...	rt	10250	185000	1805	1980	-1/2	ei	hyvä	F2013
Kynsilehto	3mh,oh,k,th,aul...	ok	13800	181000	1312	1997		ei	tyyd.	
Hintta	5h, k, kph, s, ...	ok	13000	79000	608	1968	-1/1	ei	hyvä	
Hintta	4-5h, k,kph, s,...	ok	14700	199500	1357	1955	-1/2	ei	hyvä	
Myllyoja	4h, k, ph, s, wc	rt	9200	92000	1000	1974		ei	tyyd.	E2013
Haapalehto	4h, k, s	rt	8650	139000	1607	1978	-1/2	ei	hyvä	E2013
Haapalehto	3h,takkah,sa,kh...	ok	9000	83000	922	1975		ei	hyvä	
Hintta	5mh, oh, k, kph...	ok	18500	420000	2270	2001	-1/2	ei	hyvä	
Haapalehto	4h, k, s	rt	9000	108000	1200	1980	1/1	ei	hyvä	D2013
Kynsilehto	4h, aula, th, k...	ok	17640	385000	2183	2006	-1/2	ei	hyvä	
Myllyoja	4h, k, s, kph, ...	rt	9600	180500	1880	1997	-1/2	ei	hyvä	E2013
Haapalehto	3mh+oh+k+ph+s	rt	8650	97000	1121	1978	-1/2	ei	hyvä	E2013
Haapalehto	5h, k, kph, s, ...	ok	12000	109500	913	1974	-1/1	ei	tyyd.	E2018
Haapalehto	4h,tkh,k,wc,s,k...	ok	12000	96000	800	1975		ei	hyvä	
