Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Runosmäki	1 h,kk,kph,maku...	kt	3300	56000	1697	1976	4/6	on	tyyd.	C2007
Runosmäki	1h,kk,kph	kt	3300	50000	1515	1975	1/3	ei	hyvä	D2007
Palli	1h,kk, kylpyhuo...	kt	2950	67100	2275	1984	3/3	ei	tyyd.	F
Kärsämäki	2 h,k,kph,vh,parv	kt	5100	84000	1647	1956	1/3	ei	tyyd.	F2013
Runosmäki	2h, k, las.p	kt	6200	74000	1194	1974	2/3	ei	tyyd.	D2007
Paltta	2h+k+kph+2xvh+l...	kt	6200	90000	1452	1975	4/5	on		E2013
Kärsämäki	2h, k, kph, las...	kt	5100	104449	2048	1971	1/2	ei	hyvä	E
Runosmäki	2h, k, p	kt	5600	60000	1071	1975	6/6	on	tyyd.	E
Runosmäki	2h+k	kt	6050	83000	1372	1979	2/6	ei	hyvä	
Palli	2h,k,kph,vh,2las.p	kt	6200	61000	984	1970	2/3	ei	tyyd.	F2013
Kärsämäki	2h,kk,kph,las.p...	kt	3100	80000	2581	1967	2/2	ei	tyyd.	D2013
Kärsämäki	2h+k+kph/wc+s+vh	kt	6200	149000	2403	1999	1/2	ei	hyvä	A2013
Runosmäki	2 h,k,kph,parv	kt	6200	51000	823	1975	1/3	ei		D2007
Runosmäki	2h, k	kt	5800	63000	1086	1975	3/3	ei	hyvä	D
Runosmäki	2h+kk+kph+p(las...	kt	5100	50500	990	1975	4/6	on		B2007
Runosmäki	2h,k,kph,lasitp.	kt	6100	70000	1148	1978	6/6	on	tyyd.	D2007
Runosmäki	2h+k	kt	6200	63685	1027	1975	1/3	ei	hyvä	D2007
Runosmäki	2 h, k, p	kt	6100	80000	1311	1975	3/6	on	hyvä	B2007
Runosmäki	2h,kk,kph/wc,la...	kt	5100	68000	1333	1975	3/3	ei		D2007
Kärsämäki	3h,k,s	rt	8000	177000	2213	1993	2/2	ei	hyvä	
Paltta	3h,k,kph,wc,vh,s	kt	7800	120000	1538	1975	5/5	on	tyyd.	E2013
Runosmäki	3h,k, wc, kph/w...	kt	7900	53000	671	1974	3/3	ei		E2018
Runosmäki	3 h, k, kph, p	kt	7850	80000	1019	1975	4/6	on	hyvä	B2007
Paltta	3 h, k, ph, s, ...	kt	6650	105000	1579	1984	3/3	ei	tyyd.	F2013
Kaerla	3h,k,kph,las.p	kt	7100	136000	1915	1964	2/5	on	hyvä	D2007
Runosmäki	3h,k,kph,wc,p	kt	7900	81250	1028	1973	3/7	on	tyyd.	G2007
Runosmäki	3h,k,kph,las.p	kt	7400	75000	1014	1974	4/7	on		E2007
Kaerla	3h,k,kph,p	kt	7100	112500	1585	1964	2/3	ei	tyyd.	D2007
Kärsämäki	3h,k,kph,s,eril...	kt	7000	142365	2034	1984	2/3	ei	hyvä	F2013
Runosmäki	3h+k+kph+s+lasi...	kt	8000	81000	1013	1974	1/3	ei		C2007
Kärsämäki	3,h,k,s	rt	9100	208000	2286	1982		ei		B2007
Kärsämäki	6 h,k,s	rt	17800	245000	1376	1973		ei	hyvä	D2007
Runosmäki	4h, k, kph, wc	kt	9200	95000	1033	1973	1/8	on	tyyd.	C
Runosmäki	4h,k kph,vh,2xwc,p	kt	9500	95000	1000	1975	5/6	on	hyvä	C2007
Runosmäki	4h,k,kph,erill....	kt	9700	92500	954	1970	2/3	ei	hyvä	F2013
Kärsämäki	4h,k,ph,s,khh,e...	ok	9300	279500	3005	2018		ei	hyvä	C2013
Kaerla	5h+k+s	rt	10900	181500	1665	1985	2/2	ei	tyyd.	
Kärsämäki	4h,k,ph,s,khh,e...	ok	9300	289000	3108	2018		ei	hyvä	C2013
Paltta	4h, k, p	kt	9000	120000	1333	1971	2/2	ei	hyvä	E
Kärsämäki	4h,k,ph,s,khh,e...	ok	9300	289000	3108	2018		ei	hyvä	C2013
