Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tammisaari/harju	2h,k	kt	4800	68000	1417	1960	2/3	ei	tyyd.	F2018
Tammisaari	2h, k, ph, vh, ...	kt	6000	66000	1100	1979	2/2	ei	hyvä	C2018
Tammisaari	2h,k,kph	kt	5950	80500	1353	1974	2/5	ei	hyvä	
Tammisaari harju	2 h, keittokome...	kt	4800	54000	1125	1974	3/3	ei	hyvä	
Tammisaari / keskusta	2h,k,kph,vh,par...	kt	6000	54000	900	1974	2/3	ei	hyvä	F2013
Tammisaari	2h,k,kph,vh,par...	kt	5800	62000	1069	1970	2/2	ei	tyyd.	F2018
Tammisaari / keskusta	2h,k,kph,vh,par...	kt	6000	62000	1033	1974	3/5	on	huono	G2018
Tammisaari knipnäs	2 h,k,kph/wc, vh	kt	6100	100000	1639	1973	2/2	ei	tyyd.	
Tammisaari	5h,k,apuk,2 kph...	ok	13550	310000	2288	2013	1/1	ei	hyvä	
Tammisaari	4 h,k,2kph,eril...	rt	12100	170000	1405	1978	1/2	ei	hyvä	
Tammisaari	!!296m2!! 3-4mh...	ok	14500	218000	1503	1974	2/2	ei	tyyd.	
Tammisaari	3-4mh, oh, k, k...	ok	16700	255000	1527	2013	2/2	ei	hyvä	
Tammisaari	4 h,k,kph	kt	9500	100000	1053	1976	2/2	ei	tyyd.	
