Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vähärauma	1h,kk	kt	2500	26000	1040	1966	3/3	ei		F2013
Vähärauma		kt	3100	31000	1000	2018	1/1	ei	hyvä	
Vähärauma	1 h, kk, kh	kt	2880	55000	1910	1967	1/2	ei	hyvä	F
Vähärauma	2h+k	kt	5900	52500	890	1983	1/4	ei	hyvä	G2018
Viikinäinen	2h,k,s	rt	5500	129500	2355	2017	1/1	ei	hyvä	B
Tuorsniemi	2h+k+khh+s	rt	6300	111000	1762	2004		ei	hyvä	
Vähärauma	2h, k, p	kt	6100	46000	754	1983	3/3	ei	tyyd.	G
Vähärauma	2h, kk, ph, wc, rp	kt	3500	38250	1093	1966	2/4	ei	tyyd.	D
Tuorsniemi	2 h, k, vh, wc,...	rt	5900	136000	2305	2011	1/1	ei	hyvä	A2007
Viikinäinen	3h,k,s	rt	7400	180000	2432	2017	1/1	ei	hyvä	B
Klasipruuki	3h, k, s, khh	rt	7850	183000	2331	2019	-1/1	ei	hyvä	B2018
Klasipruuki	3h, k, s, khh	rt	7850	182000	2318	2019	-1/1	ei	hyvä	B2018
Vähärauma	3h, k, lasitett...	kt	7900	74000	937	1980	2/3	ei	tyyd.	F
Tuorsniemi	3h, k, khh, s-o...	rt	7700	134000	1740	2004	1/1	ei	hyvä	
Viikinäinen	3h,k,s	rt	7300	142000	1945	2008	1/1	ei	hyvä	E2013
Viikinäinen	3h,k,wc,khh,kph,s	rt	8000	174500	2181	2011		ei	hyvä	B2007
Tuorsniemi	3h,k,s,kph	rt	8000	95000	1188	1964	-1/1	ei	hyvä	E
Viikinäinen	4h+k+s	rt	11300	180000	1593	2003	1/1	ei	hyvä	
Vähärauma	oh, k, th, 3 mh...	ok	12800	135000	1055	1986	1/1	ei	tyyd.	
Klasipruuki	3mh, tupakeitti...	rt	9600	188000	1958	2016	1/1	ei	hyvä	C
Tuorsniemi	3mh, oh, k, khh...	ok	15300	272000	1778	2011	1/1	ei	hyvä	A
Tuorsniemi	4h+k+s	ok	12400	229000	1847	2003		ei	hyvä	
Tuorsniemi	3mh+oh+k+khh+wc...	rt	11600	198000	1707	2006		ei	hyvä	
Vähärauma	3-4mh, oh, rh, ...	ok	20000	115000	575	1968	1/1	ei	tyyd.	
Klasipruuki	4h, k, s, khh	rt	11400	203000	1781	2018		ei	hyvä	
Tuorsniemi	4h+k+s	rt	9900	191000	1929	1994		ei	hyvä	
Tuorsniemi	4mh, oh, k, kh,...	ok	15000	290000	1933	2009	1/1	ei	hyvä	C
Vähärauma	4h,k,s	ok	16000	174000	1088	1973	-1/1	ei	hyvä	
