Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ilpoinen	2h,k,kph,p	kt	6000	92000	1533	1973	4/9	on	tyyd.	F2013
Ilpoinen	2 h,k,vh	kt	5950	78654	1322	1975	1/8	on	hyvä	F2013
Koivula	2h+kk+s	kt	4500	130100	2891	2003	3/6	on	hyvä	C
Ilpoinen	2h,k,kph,vh,las...	kt	6000	96000	1600	1974	4/8	on	hyvä	F2013
Ilpoinen	2 h,kk	kt	4800	62000	1292	1971	1/3	ei		D2018
Ilpoinen	2h,k,kph/wc	kt	4800	83384	1737	1972	1/3	ei	hyvä	F2007
Koivula	2h+k+s	rt	7000	163000	2329	1984	1/1	ei	tyyd.	
Ilpoinen	2h,k,kph,lasit....	kt	5500	80000	1455	1972	1/3	ei	tyyd.	F2007
Harittu	2h,avokeitti...	kt	6350	118000	1858	1985	3/3	ei	hyvä	
Katariinanlaakso	2 h, k, s, p	kt	5900	132500	2246	1988	2/3	on	tyyd.	C2007
Ilpoinen	2h,k,kph,lasit....	kt	5500	80000	1455	1972	3/3	ei	tyyd.	F2007
Harittu	2h,k,kph,s	kt	6300	82000	1302	1987	1/3	ei	tyyd.	D2007
Koivula	2h, k, s	kt	5700	97000	1702	1985	1/3	ei	tyyd.	
Ilpoinen	2h,k,vh,kph,las.p	kt	6000	83500	1392	1973	3/8	on	tyyd.	F2013
Ilpoinen	3h,k,WC,kph,vh,...	kt	7600	101000	1329	1975	4/8	on	tyyd.	F2013
Katariinanlaakso	3h+k+kph+s+p	kt	7900	169000	2139	1988	3/3	ei	hyvä	E2013
Katariina	3h, k, khh, s +...	rt	10000	226000	2260	1992	2/2	ei	hyvä	D2013
Ilpoinen	3h+k	kt	6700	74000	1104	1971	2/8	ei	tyyd.	
Harittu	3h+k	kt	7400	126000	1703	1989	2/3	ei	hyvä	
Ilpoinen	3h+k+kph+p	kt	7300	124000	1699	1972	3/7	on	hyvä	F
Koivula	3h,k,vh,kh,parveke	kt	7950	131000	1648	1985	3/3	ei	hyvä	
Harittu	3h, k, s, khh	rt	8150	185000	2270	1992	2/2	ei	hyvä	D2013
Ilpoinen	3h, k, kph, wc, p	kt	6700	87500	1306	1971	6/8	on	hyvä	E
Koivula	3h, k, kph, s, ...	kt	6650	106000	1594	1984	2/3	ei	tyyd.	D2007
Koivula	3h,k,s,ph,wc,vh...	rt	8500	170000	2000	1986	1/1	ei	hyvä	E2007
Katariina	3h+k+s	rt	8250	189000	2291	1998	2/2	ei	tyyd.	
Harittu	3h+k+kph+s	kt	8000	150750	1884	1988	1/3	ei	tyyd.	D2007
Ilpoinen	3 h, k, p	kt	6700	70000	1045	1971	2/8	on	tyyd.	E2013
Ilpoinen	3h,k,las.p.	kt	7300	98000	1342	1972	2/3	ei	tyyd.	F2007
Ilpoinen	4h+k+eril. wc+l...	kt	8100	96000	1185	1968	5/8	on	huono	E2007
Harittu	3-4h, k, s, kph...	rt	10000	229000	2290	1992	3/3	ei	hyvä	D
Koivula	4h, k, khh, kph...	rt	9900	215000	2172	1985	1/1	ei	hyvä	E
Ilpoinen	4h+k	kt	8050	103000	1280	1971	8/8	ei	tyyd.	
Harittu	4h,k,kph,s,wc,p...	rt	9000	204000	2267	1989	1/2	ei	hyvä	D2007
Katariinanlaakso	4h+k+kph+2wc+s+p	kt	8650	230000	2659	1988	3/3	ei	hyvä	E
Ilpoinen	4h, k, s, kh, e...	kt	8600	127000	1477	1972	1/3	ei	tyyd.	
Katariina	4h,k,kph,sauna	kt	11800	220000	1864	1988	1/3	ei	hyvä	E2013
Harittu	5 h,k,s	rt	11000	225000	2045	1995		ei		E2007
Harittu	4h, k, s	rt	10000	207500	2075	1992	1/2	ei	hyvä	D2013
