Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Siivikkala	2h,k,s,autokato...	rt	5500	97000	1764	1989	1/1	ei	hyvä	E2013
Siivikkala	2h, k, erill wc...	rt	5700	125500	2202	1979		ei		E2013
Siivikkala	2h,k,kph,s,wc,vh	rt	5700	120000	2105	1983	1/1	ei		F2013
Siivikkala	2h, k, s	rt	5700	108000	1895	1979	1/1	ei	hyvä	E2013
Siivikkala	3h, k, s, vh, w...	rt	8100	225000	2778	2009	-1/1	ei	hyvä	
Siivikkala	3h+k+s	rt	8000	178000	2225	1990	1/1	ei	hyvä	
Siivikkala	3h, k, kph, s, ...	rt	7900	154000	1949	1979	1/1	ei	hyvä	
Siivikkala	5h, k, wc, s, k...	rt	13400	298000	2224	2006	-1/1	ei	hyvä	
Siivikkala	4h,k,khh,kph,s,...	ok	11000	220000	2000	1983		ei	tyyd.	
Siivikkala	5h, k, kph, khh...	rt	12600	256000	2032	1999	1/1	ei	hyvä	F2013
Siivikkala	3mh, oh, k, tkh...	ok	13200	288000	2182	1986		ei	hyvä	D2018
Siivikkala	5-6h,k,s	ok	16100	268000	1665	1980		ei	hyvä	
Siivikkala	5-6h, k, s, tkh...	ok	12000	275000	2292	1950		ei	hyvä	
Siivikkala	5h, k, s	rt	12600	247000	1960	1999	1/1	ei	hyvä	F2013
