Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kaleva	1h,kk,p	kt	3100	104000	3355	1980	4/6	on	hyvä	D2013
Kurkela	1h,pk,p	kt	3400	106000	3118	1971	2/3	ei	hyvä	E2013
Kurkela	1h+pk	kt	3400	96000	2824	1970	2/3	on	tyyd.	
Kurkela	2h,k,las.p	kt	6050	142000	2347	1970	2/5	ei	hyvä	
Kurkela	2h, k, kph, pa...	kt	4850	107000	2206	1984	2/2	ei	hyvä	
Kaleva	2h,k,s	rt	4000	117000	2925	1989	1/1	ei	hyvä	
Kurkela	2h,k,p	kt	5500	80000	1455	1974	4/8	on	huono	E2007
Kaleva	2h,k,s	rt	6400	175000	2734	1989	1/1	ei	hyvä	D2007
Virrenkulma	2h,k,s, terassi...	kt	6000	190000	3167	2008	4/4	on	hyvä	D2018
Kaleva	2h, k, p	kt	6100	84000	1377	1981	3/3	ei	tyyd.	D2007
Kaleva	3h, k	rt	7800	180000	2308	1978	1/1	ei	tyyd.	E2007
Kaleva	2-3h, k, kph, s...	rt	7200	190000	2639	1989	1/2	ei	hyvä	
Kurkela	3h,k,p	kt	7700	125000	1623	1973	7/8	ei		D2007
Kaleva	3h,k,p	kt	7600	157000	2066	1980	5/6	on	hyvä	D2013
Kaleva	3 h, k, s, ask....	rt	8500	217000	2553	1982	1/2	ei	hyvä	
Kaleva	3h, k, s, kph, ...	rt	9100	140000	1538	1978	1/1	ei	tyyd.	E2007
Kaleva	3h, k, s, vh, s...	rt	7400	177000	2392	1985	1/1	ei	hyvä	
Kaleva	4h,k,s	rt	11800	295000	2500	2002	1/2	ei	hyvä	
Kaleva	5-6h+k+kph+2wc+...	ok	17100	340000	1988	1975	2/2	ei	hyvä	
Kaleva	4h,k,s	rt	10600	205000	1934	1974	1/2	ei	hyvä	E2007
Kaleva	4h, k, s, autok...	ok	10600	107000	1009	1975	-1/1	ei	tyyd.	
Kaleva	4h, k, s, ph, e...	ok	11000	241500	2195	1974	1/1	ei	tyyd.	
kurkela	4h,k,kph,s,wc,v...	rt	9100	243000	2670	2003	2/2	ei	hyvä	
Kaleva	4-5h,k,s,2kph/wc	rt	9500	255000	2684	1988	2/2	ei	tyyd.	
Kaleva	4-5h, k, s, kph...	ok	11700	320000	2735	1976	-1/2	ei	hyvä	
Kaleva	4h, k, s, kph, ...	rt	11500	190000	1652	1978	2/2	ei	tyyd.	E2007
Virrenkulma	4-5h,k, kph, 2w...	rt	11800	327500	2775	2009	2/2	ei	hyvä	E
Virrenkulma	4h, k, s	kt	9050	41428	458	2016	2/4	on	hyvä	C
Kaleva	4h,k,khh,kph,s,wc	ok	9900	265000	2677	1973		ei	hyvä	D2018
Kaleva	4-5 h, k, khh, ...	rt	12300	255000	2073	1974	2/2	ei	hyvä	
Kurkela	4h+k+s	rt	9100	255000	2802	2003	1/2	ei	hyvä	E2007
Kurkela	4h+k+sauna+varasto	rt	10100	200000	1980	1981	1/2	ei	hyvä	D2013
Kurkela	4h,k,s	rt	9600	254000	2646	2002	1/2	ei	hyvä	E2007
