Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Etelä-ii	2h, k, s	rt	6000	75000	1250	1989	1/1	ei	hyvä	C2013
Kauppila	2h,k,s,ph,katet...	rt	5700	95000	1667	2011		ei		A2018
Kauppila	2h,k,s	rt	5600	37000	661	1979	1/1	ei	hyvä	A2007
Etelä-ii	2h,k,s	kt	4600	90000	1957	2016	2/2	ei	hyvä	C2013
Tikkasenharju	4-5h, k, kph, s	ok	13100	215000	1641	2007	-1/1	ei	hyvä	
Alaranta	4h, k, khh, kph...	ok	10300	179000	1738	2014	-1/1	ei	hyvä	A
Tikkasenharju	4h,k,s,vh,kph,k...	ok	11000	165000	1500	2010		ei	hyvä	D2007
Alaranta	3mh,oh,k,khh,ph...	ok	9000	86000	956	1964	-1/1	ei	hyvä	
Tikkasenharju	6h,k,s,khh,2wc,...	ok	15900	240000	1509	2012		ei	hyvä	C2007
Tikkasenharju	4h,k,s,ph,khh,W...	ok	13600	215000	1581	2012		ei	hyvä	C2007
Alaranta	5h,k,s,khh,kph,...	ok	11600	177000	1526	2008		ei	hyvä	
Tikkasenharju	4h, k, kph, khh...	ok	9900	130000	1313	1992	-1/1	ei	hyvä	
