Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Pukkimäki	1h,kk,kh	kt	3200	35650	1114	1972	4/7	on	tyyd.	D2007
Keskusta	1h,kk,kh	kt	3100	31305	1010	1968	3/3	ei	hyvä	F2013
Pukkimäki	1h, kk, kph	kt	3200	35633	1114	1972	5/6	on	tyyd.	D2013
Keskusta	1h,kk,p	kt	3500	41500	1186	1981	1/3	ei	tyyd.	D2007
Keskusta	2h, k, s	kt	5150	65000	1262	1988	1/3	ei	hyvä	C2013
Äänekoski	2h,k,s	rt	6050	128000	2116	2015	1/1	ei	hyvä	C2013
Pukkimäki	2h,k	kt	5700	42500	746	1976	2/3	ei	tyyd.	C2013
Äänekoski	2h,kt,s,p	kt	5400	82000	1519	2000	5/5	on	tyyd.	E2013
Pukkimäki	2h,k,kph,vh,p	kt	6150	55000	894	1974	2/3	ei	hyvä	C2007
Pukkimäki	2h,k,kph,vh,las...	kt	6050	61900	1023	1976	3/5	on	tyyd.	E
Keskusta	2h,kk,s	kt	4800	70000	1458	1999	2/4	on	tyyd.	B2007
Pukkimäki	2h,k,kph,s,vh,l...	kt	6200	69000	1113	1991	1/4	ei	tyyd.	E2013
Keskusta	2 h, k, kh	kt	5400	54000	1000	1966	3/3	ei	hyvä	F2018
Pukkimäki	2h,k,s	kt	5500	123000	2236	2011	6/7	on	hyvä	D2007
Keskusta	2h+kt+s	kt	5600	179000	3196	2018	7/8	on	hyvä	C2013
Keskusta	2h,kk,kh	kt	4100	45000	1098	1973	2/3	ei	hyvä	E2013
Keskusta	2h+kt+s	kt	5600	174000	3107	2018	6/8	on	hyvä	C2013
Pukkimäki	2h+kk+s	kt	4500	54000	1200	1991	1/3	ei	hyvä	E2013
Keskusta	2h,kk,s	kt	4700	122000	2596	2006	4/5	on	hyvä	E2013
Keskusta	2h, k, s	kt	4900	69500	1418	1991	2/3	ei	hyvä	C2013
Pukkimäki	3h,k	rt	8600	96500	1122	1925	1/2	ei	hyvä	
Pukkimäki	3h,k,s	rt	7500	98000	1307	1991	1/2	ei	hyvä	D2013
Ääneniemi	3h,k,s	rt	7800	115000	1474	2007	1/1	ei	hyvä	E2013
Keskusta	3h,kt,kh,p	kt	6900	71000	1029	1973	3/3	ei	hyvä	E2013
Keskusta	3h,k,s	rt	7800	86000	1103	1998	1/1	ei	hyvä	
Äänekoski	3k.k	kt	7100	75000	1056	1961	3/4	on	hyvä	C2007
Pukkimäki	3h+k	kt	6800	47742	702	1965	2/2	ei	hyvä	D2013
Koulunmäki	3h,k,s	rt	7200	117500	1632	2000	1/1	ei	hyvä	E2013
Pukkimäki	1. krs: oh,k,wc...	rt	8600	92000	1070	1923	1/2	ei	hyvä	
Keskusta	3h,k,p	kt	6100	62000	1016	1981	3/3	ei	tyyd.	D2007
Pukkimäki	3h,k, s,ph,wc	rt	8600	100000	1163	1923	1/2	ei	hyvä	
Pukkimäki	3h,k,p	kt	8000	60000	750	1978	1/3	ei	tyyd.	E
Keskusta	3h,k,s	kt	7300	170500	2336	2002	2/4	on	hyvä	B2013
