Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Lohikoski	2h,k,kh,vh,las.p.	kt	5900	50000	847	1979	2/3	ei	tyyd.	F2013
Lohikoski	2h, k, kph, las...	kt	5850	72000	1231	1970	1/3	ei	tyyd.	F2013
Ritopohja	1-2h,kk,p,s	kt	4550	81500	1791	1998	2/2	ei	tyyd.	D2007
Lohikoski	2h,k,kph,s,parveke	rt	6200	125500	2024	2000	2/2	ei	tyyd.	D2013
Palokka	2h,k,s, parvi	rt	4100	114667	2797	1992	1/1	ei	hyvä	E2013
Lohikoski	2h,k,kph,p	kt	5700	89000	1561	1974	4/4	on	tyyd.	E2013
Ritoniemi	3h, k, s, khh	rt	7400	165000	2230	2000	1/1	ei	hyvä	E
Lohikoski	3h, k, kph, s, ...	kt	7900	108290	1371	1978	2/4	on	hyvä	F2013
Palokka	3h,k,kph,s	rt	7500	156000	2080	1993	1/1	ei	hyvä	E2013
Ritoniemi	4-5h,k,kh,s,wc,vh	rt	10500	219000	2086	1992	1/2	ei		E2013
Ritoniemi	4h,k,s	rt	10400	265000	2548	2009	1/2	ei	hyvä	D2013
Ritoniemi	4h, k, s, kph, ...	rt	8350	195000	2335	2000	1/1	ei	hyvä	E2013
Palokka	4h,k,kph,khh,s	rt	12100	255500	2112	2006	1/1	ei	hyvä	
Lohikoski	4h, k, s, kph, ...	rt	10100	162000	1604	1978	-1/2	ei	hyvä	D2013
Palokka	4h,k,s	rt	10100	263000	2604	2009	1/2	ei	hyvä	E2013
Palokka	4h,k,s	rt	9600	270000	2813	2016	1/1	ei	hyvä	C2013
