Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Lensunkallio	2h,kk,s	kt	4800	72700	1515	1994	3/6	on	tyyd.	D2007
Lensunkallio	2h,k	kt	5900	56000	949	1974	3/5	on	hyvä	D2007
Lensunkallio	2h, kk	kt	4600	65500	1424	1974	2/4	ei		F2018
Lensunkallio	2h,k	kt	6400	52000	813	1975	2/8	on	hyvä	F2013
Lensunkallio	2h,k,s	kt	6300	81000	1286	1994	6/6	on		D2007
Kourujärvi	2h, k	kt	6100	66950	1098	1965	2/2	ei	hyvä	
Kourujärvi	2h, k, s	kt	6600	85000	1288	2003	1/2	ei	hyvä	G2013
Lensunkallio	2h, k	kt	5800	40000	690	1973	2/3	ei		
Lensunkallio	2h,k,s	kt	6300	78000	1238	1994	4/6	on	tyyd.	D2007
Kourujärvi	2h,k,s	kt	6100	67000	1098	1983	3/3	ei	hyvä	F2013
Lensunkallio	2h,kk,s	kt	4800	76000	1583	1994	3/6	on		D2007
Kourujärvi	2h, k	kt	5700	36000	632	1976	3/3	ei	hyvä	
Lensunkallio	3h+k	kt	8000	78989	987	1973	3/3	ei	tyyd.	
Lensunkallio	3h, k, s	kt	7900	84000	1063	1994	1/6	on		D2018
Kourujärvi	3h, k	rt	7800	98500	1263	1980	1/1	ei	hyvä	E2013
Lensunkallio	3h,k,s	kt	7900	77000	975	1994	4/6	on	tyyd.	D2007
