Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tuira	1h, kt, r.parv	kt	2450	102000	4163	2019	3/8	ei	hyvä	
Tuira	1h, kk	kt	2800	59000	2107	1962	7/7	on	tyyd.	D
Tuira	1h,kk,alkovi,kh,	kt	2700	65300	2419	1955	1/3	ei	hyvä	B2007
Tuira	1h+k+s	kt	4150	65000	1566	1984	1/5	ei	hyvä	
Tuira	1h,kk,ph,lasite...	kt	3300	68000	2061	1983	8/9	on	hyvä	B2007
Tuira	1h, kk	kt	2600	59000	2269	1960	2/3	ei	hyvä	E
Tuira	1h,k,kph/wc/sau...	kt	4300	79000	1837	1986	5/7	on	tyyd.	B2007
Tuira	1h,kk	kt	3400	66500	1956	1980	9/9	on	hyvä	F2013
Länsi-tuira	1h, kk, kph, la...	kt	3200	67000	2094	1981	2/8	on	hyvä	F
Laanila	1h, k	kt	2900	70500	2431	1958	3/3	ei	hyvä	D
Tuira	1h+kk	kt	3400	67000	1971	1985	8/8	on	hyvä	B2007
Tuira	1h, kk	kt	3450	61000	1768	1978	5/8	on	hyvä	
Tuira	1h, kt, kph, s	kt	3200	125500	3922	2016	1/8	on	hyvä	C2013
Länsi-tuira	2h, k, kph, s +...	kt	5650	97000	1717	1989	3/5	on	hyvä	B2007
Laanila	2h+kk+s	kt	4500	86000	1911	1996	3/5	on	hyvä	E2013
Tuira	2h, kk, wc, kh	kt	3850	93000	2416	1957	3/3	ei	hyvä	D2007
Tuira	2h,k,khp/wc	kt	5900	71000	1203	1948	1/2	ei	hyvä	
Tuira	2h, k, kph	kt	5200	97000	1865	1951	1/7	on	huono	D2013
Tuira	2h, k	kt	5600	75200	1343	1977	7/9	on	hyvä	F2013
Tuira	2h, kt, s	kt	5000	212000	4240	2016	7/8	on	hyvä	C2013
Tuira	2h+kk	kt	4440	86000	1937	1956	1/3	ei	hyvä	C2007
Tuira	2h,kk,ph,lasite...	kt	4800	80500	1677	1983	4/9	on	tyyd.	B2007
Tuira	2h+k	kt	5800	107000	1845	1939	3/4	ei	hyvä	E2013
Tuira	2h +k+ kph	kt	5400	145000	2685	1951	4/7	on		C2007
Tuira	2h, kk	kt	4200	77000	1833	1961	2/7	on	hyvä	C2007
Tuira	2h, kk, s, parveke	kt	4800	77000	1604	1985	3/8	on	hyvä	B2007
Tuira	2h, k, kph/wc, ...	kt	5300	95000	1792	1961	5/7	on	hyvä	C2007
Tuira	2h, kk	kt	5050	69000	1366	1978	2/8	on	hyvä	C2007
Länsi-tuira	2h, k, kph + parv	kt	5700	110000	1930	1962	4/4	ei	hyvä	G2013
Tuira	2 h,k	kt	5300	77879	1469	1961	2/3	ei	hyvä	D2007
Tuira	2h, kk	kt	4100	80000	1951	1961	6/7	ei	hyvä	C2013
Tuira	2h, k, kph, s, ...	kt	5700	132000	2316	1990	2/3	ei	hyvä	F
Tuira	2h,k	kt	6000	85000	1417	1980	1/9	on	hyvä	D2013
Tuira	2h,k,kph/wc, la...	kt	5600	89884	1605	1977	6/9	on	hyvä	F2013
Tuira	2h+k	kt	5300	115000	2170	1951	6/7	on	hyvä	D2007
Tuira	2h,k,kh,vh,et,p...	kt	5700	102500	1798	1969	4/4	on	hyvä	D2013
Tuira	2h, k, s	kt	5650	106000	1876	1988	4/5	on	hyvä	C2007
Toivoniemi	3h, k	kt	6250	164000	2624	1956	2/9	on	hyvä	C2007
Laanila	3h, k	kt	7000	129000	1843	1969	3/3	ei	hyvä	D2007
Tuira	3h, k, ph	kt	7700	70000	909	1978	1/9	on	huono	C2007
Tuira	3h, k	kt	7750	72000	929	1980	6/8	on	hyvä	F2013
Tuira	3h+k	kt	7700	92000	1195	1977	3/9	on	hyvä	C2007
Tuira	3h, k	kt	7750	126000	1626	1982	9/9	on	hyvä	B2007
Tuira	3h, k, ph, vh	kt	7650	83000	1085	1978	6/9	on	hyvä	C2007
Tuira	3h, k, kph, vaa...	kt	7750	122000	1574	1980	4/9	on	hyvä	F2013
Tuira	3h, k, kph, p.	kt	7800	79000	1013	1975	3/3	ei	hyvä	C2007
Laanila	3h, k, kph/wc, ...	kt	6850	129900	1896	1958	2/3	ei	hyvä	
Tuira	3h+k+s	kt	6900	242500	3514	2012	1/6	on	hyvä	B2007
Tuira	3h + k	kt	7350	89000	1211	1980	7/8	on	hyvä	C
Tuira	2mh, oh, k, s, ...	kt	10700	199500	1864	1955	3/5	on	hyvä	D
Tuira	3h,k,kph/wc, pa...	kt	7600	72000	947	1979	3/7	on	tyyd.	G2013
Tuira	3h, k	kt	7650	93000	1216	1977	7/9	on	hyvä	F2013
