Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Viertola	1h,k	kt	3200	70526	2204	1975	1/5	on	tyyd.	F2013
Parantola	1h, kk, kph, s,...	kt	3700	94000	2541	1987	3/3	on	hyvä	E
Viertola	1k,kk,s	kt	3700	90000	2432	1986	2/5	on	tyyd.	C2013
Keskusta	1h,k,kh	kt	3000	64000	2133	1960	5/5	on	huono	F2013
Tehdas	1h,kk,s	kt	3600	90000	2500	1990	2/2	ei	tyyd.	D2007
Parantola	1h, kk	kt	3000	56000	1867	1970	3/3	ei	tyyd.	G
Keskusta	1h+k	kt	3400	100000	2941	1966	1/5	on	hyvä	G2013
Parantola	1h,k,s	kt	3900	92000	2359	1986	2/3	ei	tyyd.	E2013
Keskusta	1h, kk, kph, pa...	kt	3100	85500	2758	1973	2/4	on	hyvä	F
Sahanmäki	1h,k	kt	3200	55000	1719	1964	1/2	ei	tyyd.	G2013
Keskusta	1h, kk, ransk.p	kt	2600	59000	2269	1958	3/3	ei	hyvä	E2013
Parantola	1h, kk, kph, parv.	kt	3330	82000	2462	1950	2/3	ei	hyvä	G
Keskusta	2h, k, s, lasit...	kt	6350	196000	3087	2012	1/8	on	hyvä	A
Parantola	2h,k	kt	5400	81500	1509	1974	3/5	on	tyyd.	F2013
Kirjavatolppa	2h,k,kh,parveke	kt	5200	75000	1442	1972	4/4	on	huono	D2007
Tehdas	2h,kk	kt	4300	88000	2047	1900	1/2	ei	hyvä	D2013
Parantola	2h,kk,kh,p	kt	4200	84000	2000	1962	3/5	on	hyvä	D2007
Parantola	2h,kk,wc/ph,vh,...	kt	4150	76000	1831	1958	1/4	on	hyvä	F2013
Keskusta	2h+kk+kh	kt	4300	89000	2070	1964	1/2	ei	tyyd.	
Viertola	2h,k,s,parv.	kt	5700	126500	2219	1989	2/4	on	hyvä	D
Sahanmäki	2h, k, kph	kt	4750	46000	968	1964	2/2	ei	tyyd.	G
Parantola	2h,k,s	kt	5900	121360	2057	1988	2/3	ei	hyvä	E2013
Viertola	2 h, kk, kh, parv.	kt	3700	95000	2568	1982	3/3	on	hyvä	F2013
Keskusta	2h, kt, kph, parv	kt	5200	218000	4192	2017	4/5	on	hyvä	C2018
Tehdas	2h,kk,s	kt	4700	156000	3319	2009	2/4	on	hyvä	B2007
Parantola	2h,k,kh,p	kt	5050	87724	1737	1959	4/4	ei		E2013
Viertola	2h,k, kph, parv.	kt	4800	103000	2146	1960	4/10	on	tyyd.	
Parantola	2h, kk, kph, vh	kt	4650	100000	2151	1955	2/3	ei	hyvä	F
Viertola	2h,k,kh,vh	kt	5000	80250	1605	1964	5/6	on	tyyd.	G2013
Tehdas	2h,kk,s	kt	4900	148000	3020	2006	1/5	on	hyvä	E2013
Parantola	3h,k,ph,parv	kt	7100	115000	1620	1953	2/3	ei	tyyd.	
Parantola	2h, k, s, parveke	kt	5400	125000	2315	1987	2/3	on	hyvä	E
Keskusta	2h, kk, kph, pa...	kt	4890	113000	2311	1955	2/4	ei	hyvä	C
Viertola	2h, k, s, lasit...	kt	5700	155000	2719	2000	2/4	on	hyvä	E2013
Parantola	2h,kk	kt	5000	114000	2280	1957	4/4	ei		
Tehdas	2h+tupakeitti...	kt	4250	141000	3318	2004	3/5	on	hyvä	F2013
Parantola	2h+k	kt	5400	109000	2019	1974	5/5	on	hyvä	D2013
Paavola	2h, k, psh/wc	kt	5100	64000	1255	1967	1/5	on	tyyd.	D2007
Tehdas	2h,k,s	kt	5500	175200	3185	2005	4/4	on	hyvä	E2013
Viertola	2h,k,s	rt	5100	135000	2647	1972	1/1	ei	hyvä	G2013
Parantola	2h,kk,s	kt	4700	108000	2298	1986	1/3	ei	tyyd.	
Parantola	2h, kk, kph, vh...	kt	4890	104000	2127	1955	3/4	ei	tyyd.	C
Tehdas	2h,k	kt	4900	98000	2000	1900	1/2	ei	hyvä	D2013
Tehdas	2h,k,kh,s,p	kt	5250	130000	2476	1984	1/2	ei	hyvä	D2013
Viertola	2h,k,kph,parv.	kt	5200	110000	2115	1973	2/4	on	tyyd.	E
Tehdas	2h+kk+s	kt	5300	218500	4123	2013	3/5	on	hyvä	A2013
Viertola	2h, k, kph, parv.	kt	4700	101000	2149	1964	2/6	on	hyvä	E
Tehdas	2h, k, kph/wc, ...	kt	5250	175500	3343	2011	2/5	on	hyvä	D
Viertola	2h,k,kh,p	kt	5200	95000	1827	1967	3/6	on	hyvä	G2013
Parantola	2h,k,kh,p	kt	5450	113000	2073	1953	3/3	ei	tyyd.	
Viertola	3h, k, kph, vh,...	kt	7900	129000	1633	1971	3/5	on	hyvä	F
Keskusta	3h,k,vh,wc,psh,s,p	kt	7800	246000	3154	2005	2/5	on	hyvä	E
