Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Suolahti	2h,k,sauna	rt	6200	46000	742	1990	1/1	ei	tyyd.	
Suolahti	2h,k,s	rt	6000	39300	655	1975	1/1	ei	tyyd.	E2013
Suolahti	2h,k,s	rt	6500	7940	122	1983	1/1	ei	huono	F2013
Suolahti	2h,kk,s	kt	4200	22000	524	1982	2/4	ei	tyyd.	E2013
Suolahti	2h,kk	kt	3600	9000	250	1973	1/2	ei	hyvä	E2013
Suolahti	2h,k,s	rt	6200	54500	879	1998	1/1	ei	hyvä	D2013
Suolahti	2h+k	kt	5400	34000	630	1969	3/6	on	hyvä	E2013
Suolahti	3h,k,s	rt	7100	72000	1014	1982	1/1	ei	hyvä	F2013
Suolahti	3h,k,sauna	rt	7300	72000	986	1983		ei	hyvä	G2018
Suolahti	3h,k	kt	7500	58000	773	1982	1/3	ei	hyvä	E2013
Suolahti	3h,k,s	rt	7600	56000	737	1990	1/1	ei	tyyd.	
Suolahti	4h,k,s	rt	12000	80000	667	1985	1/2	ei	tyyd.	E2013
Suolahti	4h,k	kt	11600	24006	207	1951	2/2	ei	tyyd.	E2013
