Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Jämsänkoski	2h+k+s	rt	6100	25000	410	1979	1/1	ei	tyyd.	E2013
Jämsänkoski keskusta	2h,k+kph	kt	5600	25000	446	1975	2/4	on	tyyd.	F2013
Jämsänkoski	2h, k	kt	6050	44000	727	1973	3/4	on	hyvä	F
Jämsänkoski	2h+k+s	rt	5900	44000	746	1986	1/1	ei	tyyd.	E2013
Jämsänkoski	2h, k	kt	5450	12000	220	1967	3/3	ei	tyyd.	D
Jämsänkoski keskusta	2h+k+s	kt	6200	68000	1097	1994		on	tyyd.	F2013
Rekola	2h, k, s	rt	6800	48000	706	1983	1/1	ei	tyyd.	
Jämsänkoski puistola	2h+k+kph/wc+p	kt	6000	40545	676	1978	2/2	ei	tyyd.	F2013
Jämsänkoski	2h, k, s	rt	6050	51000	843	1979	1/1	ei	hyvä	E
Jämsänkoski	2h, k, s	rt	6500	32000	492	1975	1/1	ei	tyyd.	
