Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Sairio	2h+k+s+vh+lasit.p	kt	6300	221000	3508	2013	3/4	on	hyvä	C2013
Sairio	2h,k,ph,vh,p	kt	5900	70000	1186	1965	3/3	ei	tyyd.	G2013
Sairio	2h,kt,psh,s,et.p	kt	6300	205000	3254	2013	2/2	ei	hyvä	C2013
Sairio	5h,k,ruok,s,ph,...	ok	13700	150000	1095	1980		ei	hyvä	D2013
Sairio	3-4h+k+s+psh+kh...	ok	9500	133000	1400	1961		ei	hyvä	
Sairio	4h,k,s,psh,khh,...	rt	11600	217000	1871	1989	1/1	ei	hyvä	F2013
Sairio	5h, k, kph, khh...	ok	9400	163000	1734	1956	-1/3	ei	hyvä	
Sairio	3-4h+k+kph+wc+vh	rt	10000	99000	990	1947		ei		
Sairio	4h,k,et,kuisti,...	ok	9500	85000	895	1955	-1/3	ei	tyyd.	
Sairio	3-4h+k+s+2 x ps...	ok	12000	190000	1583	1958		ei	hyvä	D2018
Sairio	4h,k,s,wc,lasit.p	rt	9400	258000	2745	2011	1/2	ei		D2013
