Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Moisio	1h, kk, kph (yh...	kt	3500	68000	1943	1981	2/3	ei	hyvä	E2007
Keskusta	1h,kk,s,lasitet...	kt	3500	95000	2714	1983	1/4	on	tyyd.	D2007
Keskusta	1h,kk	kt	3900	75000	1923	1959	4/4	ei	tyyd.	C2007
Keskusta	1h,kt,s	kt	3700	163700	4424	2019	3/5	on		
Keskusta	1h,kt	kt	3100	166700	5377	2019	4/5	on		
Keskusta	1h+kk+s	kt	3500	89000	2543	1984	2/3	ei		E2007
Keskusta	1h+kk+s	kt	3600	90000	2500	1983	3/3	on		G2013
Keskusta	1h,kk	kt	2900	79000	2724	1970	2/3	ei	hyvä	
Keskusta	1h,kt	kt	3100	157300	5074	2019	3/5	on		
Keskusta	1h,kt,s	kt	3700	155500	4203	2019	2/5	on		
Keskusta	1h,kk,s	kt	3500	90000	2571	1989		ei		E2013
Moisio	1h,kk	kt	3400	64000	1882	1979	3/3	ei	hyvä	E2007
Keskusta	2h,k,s	kt	5100	222200	4357	2019	3/5	on		
Keskusta	2h+k+parveke	kt	5550	115000	2072	1968	3/3	ei	hyvä	F
Keskusta	2h, k, wc, vh, ...	kt	4700	120000	2553	1966	2/5	ei	hyvä	
Ahtsalmi	2h+kt+s	kt	5700	274184	4810	2020	5/5	on		B2018
Keskusta	2k,k,s	kt	5700	139000	2439	1990	1/3	on	hyvä	E2007
Anttila	2h,k	kt	5900	115001	1949	1962	3/4	on		F2013
Moisio	2h+k+kph+s	rt	5800	117000	2017	1985	1/1	ei	hyvä	D2013
Keskusta	2h, kk, s, lasi...	kt	4500	138700	3082	1984	4/4	on	hyvä	E2007
Ahtsalmi	2h+kt+s	kt	5400	204998	3796	2020	2/5	on		B2018
Keskusta	2H+K	kt	6100	122000	2000	1971	4/5	on		C2013
Ahtsalmi	2h+kt+s	kt	5700	239264	4198	2020	3/5	on	hyvä	B2018
Ahtsalmi	2h+kt+s	kt	5400	230098	4261	2020	4/5	on	hyvä	B2018
Keskusta	2h+k+s	kt	6600	180000	2727	1998	3/6	on	hyvä	C2007
Ahtsalmi	2h+kt+s	kt	5400	215673	3994	2020	3/5	on		B2018
Keskusta	2 h, k, s, lasi...	kt	5500	180000	3273	2013	2/5	on	hyvä	C2013
Ahtsalmi	2h+kt+s	kt	5700	254859	4471	2020	4/5	on		B2018
Ahtsalmi	2h+kt+s	kt	5700	215419	3779	2020	2/5	on		B2018
Moisio	oh+mh+kph+s	rt	5800	149000	2569	1985	1/1	ei	hyvä	D2013
Anttila	2h+k+s	kt	5600	165000	2946	2004	2/4	on	hyvä	D
Keskusta	2h,k,parveke,ra...	kt	6400	143500	2242	1957	5/5	ei	hyvä	F2007
Haikari	2h+k+s	rt	5900	120000	2034	1980	1/1	ei		D2018
Moisio	2h+kk	kt	5100	85000	1667	1982	2/3	ei		D2007
Keskusta	2h+ kk	kt	3800	86000	2263	1970	1/3	ei	tyyd.	E2013
Keskusta	2h+kk	kt	4100	114000	2780	1948	3/4	on		G2007
Keskusta	2h+k+kph+p	kt	5250	122000	2324	1968	3/3	ei	hyvä	E2007
Keskusta	2h,k,lasitettu ...	kt	5100	117000	2294	1975	5/5	on	tyyd.	
Ahtsalmi	Tupakeittiö...	kt	6300	128000	2032	1989	1/2	ei	hyvä	
Keskusta	2h, k,las.p	kt	6050	135500	2240	1975	3/5	on	hyvä	
Keskusta	2h,kt,s	kt	4300	179100	4165	2019	1/5	on		
Keskusta	2h, k	kt	5500	140000	2545	1978	2/5	on	hyvä	E2007
Keskusta	2h,kt,s	kt	4300	199000	4628	2019	3/5	on		
Keskusta	2h, k	kt	6150	115500	1878	1972	1/5	on	hyvä	E2007
Keskusta	2 h,kt,kph	kt	5200	219900	4229	2018	3/6	on	hyvä	C2013
Keskusta	2h, k, s	kt	5850	135000	2308	1984	1/5	on	tyyd.	E2007
Moisio	2h, k, parveke	kt	6200	81500	1315	1981	2/3	ei	hyvä	E2007
Keskusta	2h,k	kt	5200	125000	2404	1969	3/6	on	tyyd.	D2013
Keskusta	3h,kt	kt	5700	247600	4344	2019	4/5	on		
Moisio	3h, k, lasitett...	kt	7450	82083	1102	1978	1/3	ei	tyyd.	C2013
keskusta	3h,k,s	kt	7800	293100	3758	2015	3/5	ei	hyvä	
Moisio	3h+k+s	rt	8000	137000	1713	1984	1/2	ei		F2013
