Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Kauriala	1h,k,psh,wc,p	kt	3300	62000	1879	1951	3/3	ei	tyyd.	F2013
Kauriala	1h, kk, kph/wc	kt	2400	43000	1792	1940	1/2	ei	hyvä	
Kauriala	1h,kk,alkovi,ph	kt	3050	69000	2262	1957	3/4	ei	hyvä	C2007
Kauriala	1h, kk, kph/wc	kt	2500	59000	2360	1946	3/3	ei	hyvä	
Myllymäki	1h,kk,kh,vh,p	kt	4150	75000	1807	1982	2/3	ei	hyvä	C2007
Kauriala	1h, kk, kh	kt	3000	69300	2310	1965	2/3	ei	hyvä	G2013
Kauriala	1h, alk, kk, ps...	kt	2200	66000	3000	1947	1/4	ei	hyvä	
Kauriala	1h,k,psh,vh	kt	3300	73600	2230	1951	3/8	ei	hyvä	F2013
Pullerinmäki	2h,k,kph,lasite...	kt	5100	85500	1676	1965	4/6	on		F2013
Myllymäki	2h,kk,psh,parveke	kt	5250	80000	1524	1982	2/4	ei	tyyd.	C2007
Ahvenisto	2h,kk,kph,parveke	kt	3900	70000	1795	1965	3/3	ei		D2007
Kauriala	2h+keittiö...	kt	5100	92000	1804	1963	1/4	on		F2013
Kauriala	2h,k,psh,vh,p	kt	5030	89500	1779	1959	2/8	on	hyvä	F2013
Kauriala	2h,kk,psh,p	kt	3600	55000	1528	1950	2/3	ei	tyyd.	E2007
Kauriala	2h, k, kph, parv	kt	5250	61708	1175	1950	1/3	ei	tyyd.	F2013
Kauriala	2h+k+kph+p	kt	5500	75000	1364	1947	3/4	ei	tyyd.	F2018
Kauriala	2h, k	kt	5000	87000	1740	1969	4/4	on	tyyd.	
Kauriala	2h,k,psh,vh,p	kt	5000	82000	1640	1969	2/4	on	tyyd.	F2013
Kauriala	2h,k	kt	4000	60000	1500	1972	1/3	ei		F2013
Kauriala	2h,k	kt	5700	86000	1509	1972	1/3	ei		F2013
Kauriala	2h+k+kp+p	kt	5250	114000	2171	1963	1/6	on	hyvä	
Kauriala	2h, k, kph, vh,...	kt	5250	95000	1810	1965	2/6	on	hyvä	
Kauriala	2h, k, s, psh/w...	kt	5150	128000	2485	1999	3/3	on	hyvä	
Pullerinmäki	2h, k, kph, vh,...	kt	5350	87500	1636	1966	5/6	on	hyvä	F
Kauriala	2h,k,psh,s,vh,l...	kt	6000	127000	2117	2000	1/4	on		E2013
Kauriala	2h,k,kh,vh,p	kt	5850	60000	1026	1966	2/3	ei	tyyd.	E2007
Kauriala	2h, k, kph,vh,piha	kt	5700	119000	2088	1984	1/3	ei	hyvä	F
Kauriala	2h,k,s,ph,vh,p	kt	6000	132000	2200	2000	3/3	on	hyvä	E2013
Kauriala	2h+keittiö...	kt	5300	111000	2094	1963	2/6	on	hyvä	D2007
Kauriala	1h,tupakeitti...	kt	4100	85000	2073	1940		ei	hyvä	G
Pullerinmäki	2h,k,s,lasit.p	kt	4600	135000	2935	2006	3/3	on	hyvä	D2013
Kauriala	2h,k,psh	kt	5100	74000	1451	1958	3/3	ei		F2013
Kauriala	2h,k,kh	kt	4950	84500	1707	1958	3/3	ei	hyvä	F2013
Pullerinmäki	2h, kt, kph, s,...	kt	5300	134800	2543	2007	1/4	on	hyvä	D2007
Kauriala	2h, kk, kph, vh...	kt	5000	85000	1700	1979	3/3	ei	tyyd.	F
Kauriala	2h,k,s	kt	5100	86000	1686	1989	1/3	on		F2013
Kauriala	3h,k,s,psh,wc,vh,p	kt	7450	90000	1208	1981	1/3	ei	tyyd.	F2013
Myllymäki	3h, k, s, kph, ...	kt	7750	125000	1613	1980	1/3	ei	hyvä	F
Kauriala	3h,k,kh,vh,p	kt	6400	120000	1875	1960	5/8	on	hyvä	E2007
Kauriala	3h+k+p	kt	6750	115500	1711	1971	1/3	ei	hyvä	
Kauriala	3h+k+kph+s+p	kt	8050	135000	1677	1987	3/3	ei	hyvä	E2013
Kauriala	3h,k,psh,s,wc	rt	8000	143000	1788	1995	1/1	ei		D2007
Kauriala	3h,k,kph,lasit.p	kt	6000	105000	1750	1961	2/8	on	tyyd.	
Kauriala	3h,k,kph,parveke	kt	5800	92000	1586	1958	1/8	on		F2013
Pullerinmäki	3h,k,rt,s,ph,vh,wc	rt	12100	165000	1364	1974	-1/1	ei	hyvä	F2013
Kauriala	3h,k,s,ph,vh,wc...	kt	6700	117000	1746	1972	2/3	ei	hyvä	G2013
Kauriala	3h+keittiö...	kt	6700	124000	1851	1972	3/3	ei	hyvä	G2013
Kauriala	3h+keittiö...	kt	6300	100000	1587	1957	1/4	ei	hyvä	C2013
Kauriala	3h, k, kph, par...	kt	6200	110000	1774	1958	8/8	on	hyvä	
Pullerinmäki	5h+keittiö...	rt	11100	169000	1523	1991	1/1	ei	hyvä	E2013
Kauriala	4h,k,wc,kh,s,p	rt	11450	240000	2096	2003	-1/2	ei	hyvä	D2007
Tiiriö	4h,k,s,ph,wc,2vh	rt	10400	152000	1462	1974		ei	hyvä	F2013
