Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ristinarkku	1h, kt, alk, kp...	kt	4000	140000	3500	2012	4/6	on	hyvä	
Uusikylä	1 h, kk, kph/wc...	kt	3500	96000	2743	1965	2/3	ei	hyvä	
Kissanmaa	1h, kh/wc	kt	3000	79500	2650	1958		ei	hyvä	D2007
Kissanmaa	1 h, kk, kh	kt	2850	103000	3614	1957	2/3	ei	tyyd.	F2013
Uusikylä	2h, k, kph/wc, ...	kt	4750	123000	2589	1971	1/1	ei	hyvä	G2013
Uusikylä	2h,k,p	kt	5500	118000	2145	1965	3/3	ei		F2013
Kissanmaa	2h+k+kh	kt	5200	118000	2269	1955	1/3	ei	hyvä	
Uusikylä	2h, k, p	kt	5500	107000	1945	1965	3/3	ei	hyvä	
Hakametsä	2h,k,s	rt	6500	193000	2969	1988	1/1	ei	hyvä	E2013
Uusikylä	2h, k, p	kt	5500	107000	1945	1965	2/3	ei	tyyd.	
Hakametsä	2h+k+lasitettu ...	kt	5400	167000	3093	1972	3/5	on	hyvä	E2013
Kissanmaa	oh, kk, mh, kh/...	kt	3750	115000	3067	1959	2/3	ei	hyvä	D2007
Kissanmaa	2h, k, kh/wc, vh	kt	4400	106000	2409	1955	2/2	ei	hyvä	
Uusikylä	2h,k,p	kt	4900	124000	2531	1967	2/2	ei	hyvä	G2013
Hakametsä	2h+k+s+vh+autok...	rt	6100	178000	2918	1989	1/1	ei	hyvä	D2013
Uusikylä	3h,k,p(las.)	kt	7800	175000	2244	1970	2/3	on	hyvä	D2007
Hakametsä	3h, k, s, parv.	kt	7900	201000	2544	1984	2/2	ei	hyvä	
Takahuhti	3h, k, s, ph/kh...	rt	8000	220000	2750	1983	1/1	ei	hyvä	E2013
Hakametsä	3h, k, kph, khh...	rt	8000	240000	3000	1991	-1/2	ei	hyvä	
Hakametsä	2h+k+työhu...	rt	6800	285600	4200	2019	1/2	ei	hyvä	A2018
Hakametsä	3h,k,s	kt	6500	233000	3585	2011	5/6	on	hyvä	B2007
Uusikylä	3h, k, kph, vh,...	kt	7250	117000	1614	1965	1/3	ei	hyvä	
Hakametsä	4h, avok, khh/k...	rt	11900	392000	3294	2005	-1/2	ei	hyvä	
Hakametsä	3-4h, k, kph, s...	rt	9400	265000	2819	1991	-1/2	ei	hyvä	E2013
Hakametsä	4h, k, kph, khh...	rt	9600	328000	3417	2005	-1/2	ei	hyvä	
Kissanmaa	oh, 3 mh, takka...	rt	14000	295000	2107	1980	1/2	ei	hyvä	
Uusikylä	5h,k,p	kt	11500	182000	1583	1965	2/3	ei	hyvä	F2013
Hakametsä	4h+k+vh+2xwc+kp...	rt	10850	287000	2645	1995	1/2	ei	hyvä	E
Hakametsä	4h,k,s,las.p	kt	8900	260000	2921	1989	2/3	ei	hyvä	F2013
Kissanmaa	4h, pk, saunaos	rt	11500	184000	1600	1963	-1/2	ei	hyvä	
Hakametsä	4h,k,s	rt	9000	373500	4150	2019	1/2	ei	hyvä	
