Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Hedelmätarha	1h, kk, alkv, k...	kt	3300	48000	1455	1972	3/7	ei	hyvä	
Salpakangas	1h, kk	kt	3600	57500	1597	1968	7/7	on	hyvä	
Hedelmätarha	1h,kk,kph	kt	3300	39000	1182	1973	2/7	on	tyyd.	D2007
Salpakangas	1h,kk,kph,p	kt	2500	34500	1380	1966	5/6	on	hyvä	D2007
Soramäki	1h, kk, kph, las.p	kt	3450	39000	1130	1979	2/3	ei	hyvä	C2007
Salpakangas	1h,kk,kh	kt	3100	24988	806	1969	3/6	on	hyvä	C2007
Salpakangas	1h+kk+kh	kt	3100	23000	742	1967	1/3	ei	huono	D2007
Okeroinen	1h,kk,kph,las.p	kt	2800	25000	893	1968	1/6	on	hyvä	E2007
Tiilijärvi	2h,k,kph,parv.	kt	5900	53000	898	1985	4/6	ei	tyyd.	
Salpakangas	2h,k,kph,wc,p	kt	6000	61000	1017	1966	3/3	ei	hyvä	D2007
Salpakangas	2h,k,psh,s,p	kt	5300	72000	1358	1982	2/5	on	hyvä	B2007
Hedelmätarha	2h,k,kph,vh,las.p	kt	5600	67000	1196	1979	3/3	ei	hyvä	F2013
Salpakangas	2h, k, kph, vh,...	kt	5600	40000	714	1971	4/6	on	tyyd.	E2007
Salpakangas	2h,k,kph,lasitt.p	kt	5200	40000	769	1972	1/6	on	tyyd.	E2007
Hedelmätarha	2h, k, lasit.p	kt	5800	74000	1276	1971	3/3	ei	hyvä	
Hedelmätarha	2h,k,kph,vh,p	kt	5800	67000	1155	1974	1/3	ei	hyvä	D2007
Hedelmätarha	2h,k,kph,vh,las.p	kt	5800	70000	1207	1973	2/5	on	hyvä	F2013
Salpakangas	2h,k,parveke	kt	4800	30000	625	1972	1/6	on	huono	E2007
Salpakangas	2h,k,kph,s,lasit.p	kt	5750	71000	1235	1987	5/5	on	tyyd.	B2007
Salpakangas	2h,tupak,kh,vh,...	kt	5900	42500	720	1968	6/6	on	hyvä	E2007
Hedelmätarha	2h, k, kph, p	kt	5400	65716	1217	1973	5/6	on	hyvä	
Hedelmätarha	2-3h,k, kph/wc,...	kt	7700	85000	1104	1973	4/5	on	hyvä	F2013
Hedelmätarha	3h,k,kph, s, p,...	rt	9450	165000	1746	1994	2/2	ei	hyvä	D2018
Salpakangas	3h,k,kph,vh,las.p	kt	6800	57879	851	1967	5/6	on	tyyd.	D2007
Hedelmätarha	3h,k,kph,2vh,las.p	kt	7700	82000	1065	1973	5/5	on	hyvä	F2013
Salpakangas	3h,k,kph,vh,las.p	kt	8000	103673	1296	1968		on	hyvä	E2007
Hedelmätarha	3h,k,kph, vh, l...	kt	6800	92000	1353	1972	2/7	on		D2007
Kartano	4h, k, s, ph, t...	ok	12750	245000	1922	1998	-1/1	ei	hyvä	
Hedelmätarha	k, oh, 2-3 mh(t...	rt	10400	190000	1827	1991	1/1	ei	hyvä	D2013
Kartano	5h,k,s,kph,2wc,...	ok	17000	235000	1382	1987	1/1	ei	hyvä	
Kartano	5h, k, työ...	ok	13070	206000	1576	1987	-1/1	ei	hyvä	
Salpakangas	oh, k, 3 mh, ph...	kt	9100	87364	960	1967	4/6	on	hyvä	D2007
Okeroinen	4h,k,khh,kph,s,...	rt	9500	224000	2358	2008	1/1	ei	hyvä	D2013
Salpakangas	5 h, k, kph, wc...	kt	10600	53000	500	1968	3/3	ei	huono	C2007
Kartano	5h, k, sauna, k...	kt	10600	75000	708	1966	3/3	ei	hyvä	D2007
