Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Savio	1h+kk+kph+lasit...	kt	2900	65000	2241	1974	1/3	ei	tyyd.	
Savio	1h+kk, kph/wc	kt	2850	87000	3053	1975	6/6	on	tyyd.	
Savio	2h, k, s,varasto	rt	6400	165757	2590	1990	1/1	ei	hyvä	D2007
Kannisto	2-3h + k + s	rt	5700	127000	2228	1975	1/1	ei	tyyd.	
Kannisto	2h,k,p	kt	5150	90000	1748	1975	1/5	ei	tyyd.	
Savio	2h,k,s	rt	6500	154966	2384	1984	1/1	ei	hyvä	
Savio	2h, kk, kph + l...	kt	5000	97457	1949	1971	3/5	on	hyvä	D2007
Savio	2h, k, s, piha,...	rt	6700	149000	2224	1982	1/1	ei	tyyd.	
Kannisto	2h, k, kph, vh,...	kt	5500	125000	2273	1972	6/6	on	hyvä	D2013
Savio	2h,kk,p	kt	5000	115000	2300	1973	3/6	on	hyvä	D2013
Savio	2 h, k, las.par...	kt	5850	90000	1538	1971	3/5	on	tyyd.	G2013
Savio	3h, k, s, terassi	rt	8250	184000	2230	1982	2/2	ei	hyvä	
Savio	4, k, kph, 2xwc	rt	8600	223000	2593	1928	-1/2	ei	hyvä	
Savio	3h,k,s,kph,khh,...	rt	8700	208000	2391	1991	1/2	ei	hyvä	
Savio	3h, k, s	kt	7600	165000	2171	1986		ei	hyvä	
Savio	3h,k	kt	7700	58000	753	1972	3/3	ei	tyyd.	G2013
Savio	3-4h,k,s	ok	9450	300000	3175	2019	2/2	ei	hyvä	B2013
Savio	3-4h,k,s	ok	9450	328000	3471	2019	2/2	ei	hyvä	
Koivikko	6h,k,s	ok	17100	384000	2246	2015		ei	hyvä	B2013
Koivikko	5h,k,s	rt	12300	153000	1244	1989	1/1	ei	huono	
Savio	3-4h,k,s	ok	9450	300000	3175	2019	2/2	ei	hyvä	
Koivikko	4h, k, wc, sh/w...	ok	9700	235000	2423	1956		ei	tyyd.	B2018
Savio	4h, k	ok	11400	230000	2018	1972		ei	tyyd.	
Koivikko	4-5 h,k,s	ok	12500	195000	1560	1970		ei	tyyd.	C2018
Koivikko	4h,k	ok	10400	280000	2692	1986		ei	hyvä	
