Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Reimarla, pitäjänmäki	2h, k, kph, las...	kt	5150	164000	3184	1975	3/4	on	hyvä	E2007
Pitäjänmäki	2h, k, p	kt	5000	172000	3440	1988	1/5	on	tyyd.	F2013
Pitäjänmäki	2 h, k, kph, p	kt	5000	155000	3100	1988	4/5	on	tyyd.	F2013
Pitäjänmäki	2h, kk, kph, vh...	kt	3850	148000	3844	1955	3/3	ei	hyvä	F
Pitäjänmäki	2h, k	kt	5700	160000	2807	1972	3/3	ei	hyvä	F2013
pitäjänmäki, reimarla	2h+k+lasitettu ...	kt	6450	170000	2636	1973	5/5	ei	hyvä	
Pitäjänmäki	2 h, k, kpl, p	kt	5800	189000	3259	1988	1/5	on	tyyd.	F2013
Konala	2h + k + lasit....	kt	4700	174000	3702	1963	3/3	ei	hyvä	
Pitäjänmäki	2h, k, kph, s, ...	kt	6450	179500	2783	1973	5/6	on	hyvä	
Pitäjänmäki	2 h, k, p	kt	5300	240000	4528	1955	2/3	ei	hyvä	E2007
Pitäjänmäki	3h, k, vh, las....	kt	6250	162000	2592	1974	1/5	on	tyyd.	
Pitäjänmäki	3h+avok+kph+las...	rt	5700	263000	4614	1966	2/2	ei	hyvä	
Pitäjänmäki, reimarla	3h+k+kph+wc+p (...	kt	7800	215000	2756	1974	3/3	ei	tyyd.	
Pitäjänmäki	3+k+kph+wc+lasi...	kt	7700	178000	2312	1977	2/3	ei	tyyd.	
Pitäjänmäki	3h+k+kph-s+eril...	kt	7800	189000	2423	1974	1/5	on	tyyd.	
Pitäjänmäki	3h+k	kt	6800	168000	2471	1980	2/5	on	tyyd.	D2007
Pitäjänmäki	5h, k, kph, wc, s	rt	12200	497500	4078	1983	-1/2	ei	hyvä	
Pitäjänmäki	4h, k, kph, par...	kt	8200	309000	3768	1957	2/3	ei	hyvä	
Vermo	4h+k+kph+s+eril...	rt	8950	380000	4246	1986	1/1	ei	hyvä	F2013
Reimarla	5h, k, saunaos,...	rt	16500	408053	2473	1983	-1/2	ei	hyvä	E2013
Pitäjänmäki	5h+k+kph+takkah...	rt	13100	440000	3359	1968	-1/2	ei	tyyd.	
Pitäjänmäki	4h, k, kph, eri...	kt	8950	202000	2257	1973	1/5	on	tyyd.	
