Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tupuri	2h,k,2wc,ph,s	rt	6800	73000	1074	1993	1/2	ei		E2013
Tupuri	2h,k,s	rt	6200	81000	1306	1992	1/1	ei	hyvä	
Pertteli	2h,k,kph,s,vh	rt	5900	56000	949	1980	1/1	ei	hyvä	E2007
Tupuri	2h,k,kph,s	rt	5900	109000	1847	2010	1/1	ei	hyvä	E2013
Anjala	2h,k,s	rt	6500	70000	1077	1986	1/1	ei	hyvä	A2007
Tupuri	2h,k,s	rt	6300	73000	1159	1998	1/1	ei	tyyd.	C2007
Tupuri	2h,k,kph,s	rt	4800	54500	1135	1989	1/1	ei		
Tupuri	2h,k,kph,s	rt	5900	94000	1593	2006	1/1	ei	hyvä	E2013
Tupuri	2h,k,s	rt	5000	104900	2098	2018	1/1	ei		D2013
Tupuri	2h,k,s	rt	5900	122000	2068	2018	1/1	ei		D2013
Anjala	2h,k,s	rt	6400	63500	992	1987	1/1	ei	tyyd.	B2007
Anjala	2h,k,kph,s,eril...	rt	6000	85000	1417	1986	1/1	ei	hyvä	E2013
Tupuri	3h,k,khh,kph/wc...	rt	8500	120000	1412	2004		ei	hyvä	
Tupuri	3h,k,wc,ph,s	rt	8300	115000	1386	1990	1/1	ei		
Anjala	3h,k,kph,s	rt	7900	113000	1430	1999	1/1	ei	hyvä	F2013
Tupuri	3h,k,kph,s	rt	6400	110000	1719	2011	1/1	ei	hyvä	E2013
Tupuri	3h,k,khh/ph,s	rt	7400	146000	1973	2017	1/1	ei	hyvä	B2007
Tupuri	3h,k,khh,s,ph,at	rt	9100	140000	1538	2006	1/1	ei	hyvä	
Anjala	3-4h,k,khh,s,ph...	rt	9200	103000	1120	1988	1/1	ei	tyyd.	
Tupuri	3h,k,khh,kph,s,...	rt	9100	144000	1582	2005	1/1	ei	hyvä	
Tupuri	3h,k,khh,ph,s,v...	rt	8500	136000	1600	2009		ei	hyvä	E2013
Tupuri	5h,k,khh,2kph,s...	ok	14200	255000	1796	2015		ei	hyvä	A2007
Tupuri	6h, k, s, psh, ...	ok	18650	242000	1298	2007	-1/2	ei	tyyd.	
Tupuri	5h,k,khh,ph,s,k...	ok	17000	235000	1382	2001		ei	hyvä	
Tupuri	4h,k,khh,2xwc,k...	ok	10000	204000	2040	2007		ei	hyvä	D2018
Tupuri	4-5h,k,s,khh,kp...	rt	10200	145000	1422	2006		ei	hyvä	
Tupuri	5h,k,khh,2xwc,s	ok	12000	180000	1500	1996		ei	hyvä	D2018
Tupuri	4h,k,rt,et,khh,...	ok	12200	235000	1926	2005		ei	hyvä	
Tupuri	4h,k,s, ph,2 wc...	rt	10200	159000	1559	2007		ei	hyvä	
Anjala	4h,k,khh,kph,s	rt	11500	196000	1704	2006	1/2	ei	hyvä	
Tupuri	4mh,oh,k,tv-h,2...	ok	18000	289000	1606	2002		ei	hyvä	C2018
Tupuri	4h,k,ph,s,wc	rt	9300	114000	1226	2001	1/1	ei	hyvä	D2007
