Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Ruola	1h,kk,kph,vh	kt	2650	55500	2094	1963	1/8	on	hyvä	
Ruola	1h,kk	kt	2700	60600	2244	1963	5/9	on	hyvä	D2007
Paavola	1h,kk	kt	3600	80000	2222	1980	2/5	on	tyyd.	D2007
Pyhätön	1h, k, kph, vh, p	kt	3550	40000	1127	1962	2/3	ei	hyvä	G
Möysä	1h, kt, parvi	kt	3850	107000	2779	1922	2/3	on	hyvä	
Asemantausta	1h,k,kph,lasite...	kt	3700	76500	2068	1974	4/7	on	hyvä	E2013
Möysä	2h, k, kph, las.p	kt	4850	82000	1691	1963	4/7	on	hyvä	D2007
Möysä	2h,kk,kph/wc	kt	4050	77000	1901	1956	5/5	on	tyyd.	D2013
Pyhätön	2h,kk, kph, vh	kt	3700	30000	811	1961	1/3	ei	tyyd.	F2014
Möysä	2h,kk	kt	4550	60000	1319	1961	4/8	ei	tyyd.	
Möysä	2h,k,kh,sauna,p...	kt	5600	94000	1679	1960	3/3	ei	hyvä	E2018
Kiveriö		rt	4850	155000	3196	2018	1/1	ei	hyvä	B
Kiveriö		rt	4850	150000	3093	2018	1/1	ei	hyvä	B
Ruola	2h, k, lasitett...	kt	4500	84000	1867	1980	4/4	on	hyvä	
Pyhätön	2h, kk, kph, vh, p	kt	4700	80900	1721	1965	4/4	ei	hyvä	
Keskusta	2h,k,kh,vh,lp	kt	4900	92000	1878	1960	3/3	ei	hyvä	E2007
Möysä	2h, k, s	rt	6000	153000	2550	1997	1/1	ei	hyvä	
Möysä	2h, k, kh, parveke	kt	5200	75000	1442	1966	3/3	ei	tyyd.	E2007
Kiveriö		rt	5250	168500	3210	2018	1/1	ei	hyvä	B
Paavola	3h,k,s, p	kt	8400	239800	2855	2009	3/7	on	hyvä	F
Möysä	3h, k, lp	kt	5600	74000	1321	1961	6/7	on	tyyd.	
Pyhätön	3,k,kh,p	kt	7800	95000	1218	1963	3/3	ei	hyvä	F2013
Möysä	3h,k,vh, kph,s,...	kt	6200	122000	1968	1967	1/3	ei	hyvä	E2007
Möysä	3h, k, vh, lp	kt	5600	114000	2036	1964	7/7	on	hyvä	
Möysä	3h, k, s, kph, ...	rt	8300	154000	1855	1991	2/2	ei	hyvä	D2007
Pyhätön	3-4h,k,kh,vh.lp	kt	7700	89000	1156	1962	3/3	ei	hyvä	G2013
Möysä	k, oh, 2mh, s, ...	rt	7800	173800	2228	1997	1/1	ei	hyvä	
Kiveriö		rt	7700	234000	3039	2018	1/2	ei	hyvä	B
Möysä	3h, k, s , kph, p	kt	7100	137000	1930	1980	1/4	on	hyvä	D2008
Kiveriö		rt	6650	199000	2992	2018	1/1	ei	hyvä	B
Möysä	4h,k	kt	8300	116200	1400	1964	6/7	on	tyyd.	C2007
Möysä	4h,k,vh,kph,2xp	kt	9300	135000	1452	1962	2/3	ei	hyvä	F2013
Möysä	4h,k,kph,wc,2xl...	kt	9400	145000	1543	1962	2/3	ei	hyvä	
Möysä	4 h, k, kh/khh,...	rt	9800	186000	1898	1990	1/2	ei	tyyd.	E2007
Möysä	4h, k, rt, kph,...	kt	10100	130000	1287	1963	1/11	on	tyyd.	D2007
