Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Linnantaus	1h+kk	kt	3300	53000	1606	1982	3/3	ei		F2013
Teppana	1h, kk	kt	3350	26500	791	1977	2/3	ei	tyyd.	C2007
Teppana	1h, kk, s, alkovi	kt	3700	74500	2014	1985	1/2	ei	hyvä	
Teppana	1h+kk+s	kt	3700	65000	1757	1985	1/2	ei	hyvä	G2013
Kuurna	2h+kk+s	kt	4400	115000	2614	2006	4/5	on	hyvä	C2013
Teppana	2h+k+s	kt	5000	103000	2060	1985	1/2	ei	hyvä	E2013
Teppana	2h, kk, s	kt	4950	61000	1232	1983	2/3	ei	hyvä	E2013
Kuurna	2h, k, s	rt	5000	130000	2600	2010	1/1	ei	hyvä	C2007
Teppana	2h+kk+s	kt	4900	117000	2388	2007	2/2	ei	hyvä	F2013
Teppana	2h, kk, s	kt	4950	73000	1475	1985	1/2	ei	hyvä	F2013
Hetteenmäki	2h+k+s	rt	4500	124000	2756	2016	1/1	ei	hyvä	C2013
Kuurna	2h+k+s	rt	5000	136500	2730	2011	1/1	ei	hyvä	C2007
Teppana	2h+k	kt	6000	55000	917	1976	1/3	ei		F2013
Teppana	2h, k	kt	6000	61000	1017	1977	3/3	ei	hyvä	C
Teppana	2h+k	kt	4700	50000	1064	1975	2/3	ei		E2013
Teppana	3h+k+s	rt	8500	238000	2800	2020	1/2	ei	hyvä	
Karolineburg	3h+k+s	rt	7700	210000	2727	2011	1/1	ei		C2018
Hetteenmäki	3h+k+s	rt	8000	137000	1713	1992	1/1	ei	hyvä	E2013
Teppana	3h+k+s	kt	7200	172000	2389	2006	1/2	ei	hyvä	G2013
Teppana	3h+k+kh+s	rt	7900	146311	1852	2001	1/1	ei	hyvä	D2013
Teppana	3h+k+p	kt	6900	60000	870	1965	1/3	ei		D2007
Teppana	3h+k+s	kt	7400	135000	1824	2000	2/2	ei		F2013
Teppana	3h+k	kt	7900	90000	1139	1975	3/3	ei		E2013
Kuurna	3h, k, s	rt	7180	150000	2089	2002	1/1	ei	hyvä	E2013
Kuurna	3h+k	rt	7900	97000	1228	1976	1/1	ei		D2013
Karolineburg	4h, k, s	rt	10100	150000	1485	1983		ei	hyvä	F
Teppana	4h, k, s	kt	8000	109650	1371	1972	3/3	ei	hyvä	E2013
Hetteenmäki	4h, k, s	rt	9300	150000	1613	1990	1/1	ei	hyvä	D2013
Teppana	4h+k+s	kt	9700	125000	1289	1999	1/2	ei	hyvä	F2013
Teppana	4h+k	kt	9400	95000	1011	1981	3/3	ei		F2013
