Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Niemi	1h,kk,kph,vh	kt	2800	50000	1786	1974	1/4	ei	hyvä	
Kivimaa	1h,kk,kph,vh	kt	3000	40000	1333	1966	1/3	ei	tyyd.	E2007
Niemi	1 h + kk + kh +...	kt	3450	67000	1942	1984	2/5	on	tyyd.	F2013
Kivistönmäki	1h,kk,kph,las.p...	kt	3400	49500	1456	1972	3/5	on	hyvä	D2007
Kivimaa	2h, k, kph, vh, lp	kt	5300	42000	792	1968	1/6	on	tyyd.	
Kivistönmäki	2h,k,s,kph,p	kt	4650	128000	2753	1983	2/6	on	hyvä	C2007
Niemi, kivistönmäki	2h,k,s,kph,vh,l...	kt	5700	95000	1667	1979	6/6	ei	tyyd.	
Hörölä	2h, kk, kph/wc	kt	4700	37000	787	1966	2/4	ei	tyyd.	
Kivimaa	2h, kk, s, kph, vh	kt	4700	110600	2353	1984	5/5	on	hyvä	F2015
Kivimaa	2h,k,s	kt	5800	65000	1121	1982	2/6	on	tyyd.	F2013
Kivistönmäki	2h, k, s, vh, l...	kt	5100	98000	1922	1985	5/5	on	hyvä	D2018
Hörölä	2h, kk, kph, la...	kt	4900	55000	1122	1966	2/3	ei	hyvä	G2013
Kivimaa	2h+kk	kt	4000	50000	1250	1965	3/3	ei	hyvä	G2013
Metsäpelto	2h, k, kph, vh,lp	kt	5400	44100	817	1968	4/6	on	huono	
Kivimaa	2h, kk, kph, vh, p	kt	4200	48500	1155	1950	4/4	ei	hyvä	
Hörölä	2h, k, kph, las...	kt	5000	40000	800	1966	3/3	ei	hyvä	E2007
Kivimaa	k, oh, mh, s, p...	rt	6300	88000	1397	1975	1/1	ei	hyvä	D2013
Kivistönmäki	2h, k, kph, 2 ...	kt	5720	49000	857	1965	1/3	ei	tyyd.	G2013
Kytölä	2h, k, kph, vh,...	kt	5700	74568	1308	1965	4/6	on	hyvä	C2007
Kivimaa	2h,k,kph,s,las....	kt	5700	97000	1702	1979	1/6	on	hyvä	D2007
Kivimaa	2h,k,kph,wc,s,v...	rt	5900	95000	1610	1985	1/1	ei	tyyd.	E2007
Hörölä	2h, k, kph, las...	kt	5900	60000	1017	1966	2/3	ei	hyvä	G
Metsäpelto	3h, k, s, p	kt	7450	78000	1047	1965	5/6	on	hyvä	D2007
Niemi	3h,k,kph/wc,vh,...	kt	7750	84000	1084	1974	2/4	ei	hyvä	E2007
Kivimaa	3h,k, s, kph/wc, p	kt	7400	99000	1338	1965	6/6	on	tyyd.	C2013
Hörölä	3h, k, kph/wc, ...	kt	7400	100000	1351	1965	2/6	ei	hyvä	
Kivistönmäki	3h, k, kph, vh,...	kt	6500	120000	1846	1972	2/6	on	hyvä	
Kivistönmäki	3h,k,kph,s,vh,l...	kt	6900	133000	1928	1982	2/6	on	hyvä	C2007
Niemi	3h, k, kph, vh, p	kt	7450	104000	1396	1964	3/3	ei	hyvä	D2007
Kivistönmäki	3h,k,kph/wc,s,v...	kt	7600	153000	2013	1983	2/6	on	hyvä	C2007
Hörölä	3h,k,kh,wc,vh,p	kt	7700	75000	974	1966	1/3	ei	hyvä	G
