Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Vista	1h+kk	kt	3450	55084	1597	1974	4/5	on	hyvä	E2013
Paimio	1 h,kt, alkovi	kt	3600	98000	2722	2013	4/4	on	hyvä	B2007
Kriivari	1 h, k, patio	kt	3500	42000	1200	1990	1/3	ei	hyvä	
Ala-vista	1h,kk	kt	3300	41000	1242	1976	1/4	on	hyvä	D2007
Paimio	1 h,kt,alk	kt	3600	100000	2778	2013		ei	hyvä	
Vista	1 h, makuualkov...	kt	4050	79000	1951	1989	3/4	ei	hyvä	
Ala-vista	1h,kk	kt	3500	34500	986	1972	3/3	ei	tyyd.	D2013
Ylä-vista	1 h+kk	kt	3400	30000	882	1971	3/8	on	tyyd.	D2007
Ylä-vista	1 h, makuualkov...	kt	3050	37000	1213	1970	1/3	ei	hyvä	
Kriivari	2 h, k, kph/wc,...	rt	6350	86000	1354	1989	1/1	ei	hyvä	B2013
Vista	2h, k, s	rt	5000	179000	3580	2019	1/2	ei	hyvä	B
Ala-vista	2h,k	kt	6000	70000	1167	1976	3/4	on	tyyd.	D2007
Ala-vista	2h,k	kt	6100	81500	1336	1973	2/6	ei	hyvä	D2013
Kriivari	2 h, k, s	rt	6300	108500	1722	1982	1/1	ei	hyvä	
Vista	2h, kt, s	rt	4850	176000	3629	2019	1/2	ei	hyvä	B
Ylä-vista	2h,k	kt	5100	57348	1124	1976	8/8	on	tyyd.	C2013
Kriivari	2h,k,kph/wc,s,t...	rt	6800	105000	1544	1975	1/1	ei	hyvä	E2013
Kriivari	2h, k	kt	5650	42000	743	1978	1/3	ei	tyyd.	C2007
Ala-vista	2h,k,s	kt	5900	122500	2076	1999	3/4	on	hyvä	D2013
Kriivari	2h,k,s	rt	6800	80000	1176	1975	1/1	ei	tyyd.	D2013
Ylä-vista	2h,k	kt	5700	45000	789	1973	1/3	ei	tyyd.	E2013
Ala-vista	2h,k,s	kt	6400	76000	1188	1988	3/4	on	hyvä	
Vista	Mk, oh, avok, k...	kt	3600	67000	1861	1999	1/3	ei	hyvä	
Ala-vista	2h,k,s	kt	6000	119500	1992	2000	2/4	on	hyvä	D2013
Ylä-vista	2h,k,s	kt	6100	77500	1270	1985	1/4	ei	hyvä	B2007
Vista	2 h, k, s, p	kt	5600	68000	1214	1982	2/3	ei	hyvä	
Ala-vista	2h,k	kt	5900	61613	1044	1971	2/3	ei	hyvä	C2013
Kriivari	3 h, k, s, at	rt	7500	148500	1980	1987	1/1	ei	hyvä	E
Kaljala	3 h, k, kph, s,...	rt	9700	171000	1763	2004	1/1	ei	hyvä	
Kriivari	2 mh, oh, avok,...	rt	8450	138000	1633	1982	2/2	ei	hyvä	
Keskusta	3 h, k, vh, kph...	kt	7800	50000	641	1968	2/3	ei	hyvä	
Kriivari	3 h, k, kph/s, ...	rt	8950	103000	1151	1975	1/1	ei	tyyd.	
Kriivari	3h,k,s	rt	9000	101000	1122	1975	1/1	ei	hyvä	E2013
Ylä-vista	3 h, k, kph, s,...	kt	7300	73000	1000	1977	3/3	ei	hyvä	
Kriivari	3h,k,s	rt	8200	117518	1433	1984	1/1	ei	hyvä	B2007
Ala-vista	3h,k,s	kt	7900	133000	1684	1999	3/4	on	hyvä	D2013
Kriivari	3 h, k, kph, wc, s	rt	8000	130500	1631	1986	1/1	ei	hyvä	
Ylä-vista	3h,k,s	rt	7400	73000	986	1968	1/1	ei	tyyd.	
Kriivari	3h,k,s	rt	7700	122000	1584	1990	1/1	ei	tyyd.	
Kriivari	3 h, k, kph, wc, s	rt	8000	134000	1675	1986	1/1	ei	hyvä	
Kaljala	4 h, k, s, at	rt	9550	183000	1916	2000	1/1	ei	hyvä	
Keskusta	3 h, k, kph/wc,...	kt	7200	65000	903	1967	2/3	ei	hyvä	
Ala-vista	3h,k,s	kt	7900	155000	1962	1999	4/4	on	hyvä	D2013
Kaljala	3h,k,s	rt	8200	150500	1835	1991	1/1	ei	hyvä	D2013
Ala-vista	3h,k	kt	7100	58500	824	1965	3/3	ei	tyyd.	D2013
Ala-vista	3h,k,s	kt	7800	127000	1628	1983	4/4	on	hyvä	D2007
Naskarla	3 h, k, s	rt	7850	175000	2229	2011	1/1	ei	hyvä	
Tapiola	3 mk, oh, avok,...	ok	10900	240000	2202	2019	1/1	ei	hyvä	B2018
Vista	5 mh, k, oh, kp...	ok	14500	220000	1517	1952	3/3	ei	hyvä	
Moisio	5 mh, k, oh/rh,...	ok	19100	290000	1518	2004	1/1	ei	hyvä	
Saaren alue	3 mk, oh, avok,...	rt	10750	229800	2138	2019	1/1	ei	hyvä	B2018
Saaren alue	4 h, avok, s, k...	rt	9750	195000	2000	2011	1/1	ei	hyvä	
