Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Myyrmäki	1h, kk, alkovi,...	kt	2800	104000	3714	1973	4/5	on	tyyd.	F2013
Myyrmäki	1H+K	kt	3400	122000	3588	1981	4/6	on	tyyd.	D2007
Myyrmäki	1h, kk, s	kt	3650	165000	4521	2005	3/4	on	hyvä	C
Myyrmäki	1h, kk, kph, pa...	kt	3300	120000	3636	1978	5/5	ei	tyyd.	
Myyrmäki	1h+kk	kt	2900	97250	3353	1971	5/7	on		F2013
Myyrmäki	1H+KT	kt	2650	158731	5990	2020	6/7	on	hyvä	
Myyrmäki	1h+kk+kph+lasit...	kt	3250	117000	3600	1976	1/11	ei	tyyd.	
Myyrmäki	1h, kk	kt	3000	111000	3700	1973	4/5	on	tyyd.	
Myyrmäki	1h,kk,las.parveke	kt	2700	114000	4222	1973	3/5	on	hyvä	F2013
Louhela	1h+kk+s	kt	3300	130000	3939	1986	3/8	on	tyyd.	F2013
Myyrmäki	1h, kt, alkovi, p	kt	3800	176000	4632	2013	7/8	on	hyvä	A2007
Myyrmäki	1h, kk, lasitet...	kt	3000	108000	3600	1973	2/5	ei	tyyd.	
Myyrmäki	1h, kt, vh, alk...	kt	3800	179000	4711	2013	7/8	on	hyvä	A2007
Myyrmäki	2h+k	kt	5500	120600	2193	1973	5/5	on	hyvä	F2013
Myyrmäki	2h,kk	kt	4700	106000	2255	1970	2/6	on	hyvä	F2013
Myyrmäki	2h, kk, kph, s,...	kt	4900	192000	3918	2005	2/4	on	hyvä	C2013
Myyrmäki	2h, k, kph, vh,...	kt	5600	120800	2157	1970	3/5	on	tyyd.	D2007
Myyrmäki	2h, k, kph, las...	kt	6000	135000	2250	1975	2/5	on	hyvä	G2014
Myyrmäki	2h, k, kph, las...	kt	5600	129000	2304	1972	7/7	on	hyvä	F2012
Myyrmäki	2h, k, vh, lasi...	kt	5600	120000	2143	1969	3/5	on	hyvä	E2007
Myyrmäki	2h+k+s	kt	6000	130000	2167	1975	1/5	on	hyvä	G2013
Myyrmäki	2h,k,s	kt	4900	228000	4653	2007	3/9	on	hyvä	E2013
Louhela	2h, kt, kph ja ...	kt	4300	214000	4977	2012	5/5	ei	hyvä	
Myyrmäki	2h+k	kt	5500	125000	2273	1977	4/5	on	tyyd.	F2013
Myyrmäki	2h, kk, kph	kt	5300	115000	2170	1975	2/2	ei	tyyd.	F
Louhela	2h, k	kt	5550	150000	2703	1967	6/7	on	tyyd.	G2013
Louhela	2h, kk	kt	4400	122000	2773	1966	2/3	ei	tyyd.	G2013
Myyrmäki	2h, k, kph, wc,...	kt	5900	103000	1746	1972	2/5	on	tyyd.	D2007
Myyrmäki	2h, k, kph	kt	4800	109500	2281	1973	3/5	ei	tyyd.	E2007
Louhela	2h, tupakeitti&...	kt	5300	245000	4623	2012	5/5	ei	hyvä	
Myyrmäki	2h, k, s ja las...	kt	6000	140000	2333	1978	2/5	on	hyvä	F2013
Myyrmäki	2H+KT	kt	3250	177618	5465	2020	4/7	on	hyvä	
Myyrmäki	2h,k	kt	5200	125000	2404	1976	7/11	on	tyyd.	F2013
Louhela	2h, k, kph	kt	5500	146000	2655	1968	3/6	on	hyvä	G2013
Myyrmäki	2h, k, s	kt	6000	117000	1950	1975	2/6	on	tyyd.	G2014
Myyrmäki	2H+KT	kt	3700	183645	4963	2020	2/7	on	hyvä	
Myyrmäki	2h, k	kt	5200	115000	2212	1973	2/5	on	tyyd.	F2012
Myyrmäki	2h+k+kh+lasit.p...	kt	5600	107000	1911	1974	4/5	on	tyyd.	E2007
Myyrmäki	2H+KT	kt	3050	155000	5082	2017	1/6	on	hyvä	C
Myyrmäki	2H+KT	kt	3700	179225	4844	2020	1/7	on	hyvä	B2018
Myyrmäki	2h+k	kt	5600	112000	2000	1972	3/5	ei	tyyd.	G2013
Myyrmäki	2h+k+s	kt	6000	115000	1917	1978	5/5	on	tyyd.	E2013
Louhela	2h, k	kt	5500	147500	2682	1968	3/7	on	hyvä	G2013
Myyrmäki	2h, k	kt	5650	105000	1858	1973	2/5	on	tyyd.	F2012
Louhela	2h,avokeitti...	kt	5300	215000	4057	2012	2/5	on	hyvä	B2007
Myyrmäki	2h+kt+kph+vh+la...	kt	5600	225000	4018	2014	4/5	on	hyvä	D2013
Myyrmäki	2h+k	kt	5700	124000	2175	1970	6/6	on	tyyd.	G2013
Myyrmäki	2h,k,kph,s,vh j...	kt	6000	153000	2550	1981	4/6	on	tyyd.	F2013
Myyrmäki	2h,k, kph, parveke	kt	5700	125000	2193	1975	1/11	on	hyvä	F
Myyrmäki	2h, kt, kph, vh...	kt	5600	224000	4000	2014	5/5	on	hyvä	D2013
Myyrmäki	2h, k, p	kt	5700	116000	2035	1970	3/3	ei	hyvä	E
Myyrmäki	2h, kk, kph ja ...	kt	4750	110000	2316	1969	4/5	on	tyyd.	F
