Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Toivala	2 h, k, s	rt	5650	124000	2195	2003	1/1	ei	hyvä	F2013
Toivala	2 h, k, s	rt	5500	91000	1655	1975	1/1	ei	hyvä	E2018
Toivala	2h, k, s	rt	5800	148000	2552	2011	1/1	ei	hyvä	E
Toivala	2h,kk,s	rt	4500	96000	2133	1990	1/1	ei	hyvä	
Toivala	3h,k,s	rt	8100	178000	2198	2011	1/1	ei	hyvä	E2013
Toivala	3h, k, s	rt	7400	75000	1014	1975	1/1	ei	hyvä	G2013
Toivala	4h, k, s	ok	12880	288000	2236	2008	-1/1	ei	hyvä	
Toivala	4-5 h, k, s	ok	11900	207000	1739	1991		ei	hyvä	
Toivala	5h, k, s, khh, ...	ok	12900	170000	1318	1976	-1/1	ei	hyvä	
Toivala	4h, k, takkahuo...	ok	11000	140000	1273	1976	-1/1	ei	hyvä	E2018
Toivala	4h,tupak,khh,s,...	rt	8300	190000	2289	2013	1/1	ei	hyvä	C2007
Toivala	4h,k,s,th,khh,k...	ok	11200	215000	1920	1991		ei	hyvä	
Toivala	4h,k,s	rt	10000	199000	1990	2012	1/2	ei	hyvä	E2013
Toivala	5h, k, s	ok	14100	295000	2092	2009	-1/1	ei	hyvä	
