Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Tammisaari	1h, kk	kt	3450	62000	1797	1985	3/3	ei	hyvä	
Tammisaari	1h,kk,kph	kt	3350	60506	1806	1981	2/3	ei	tyyd.	
Tammisaari ajurinpuisto	1 h,kk,alk.,s	rt	4250	116000	2729	1988	2/2	ei	hyvä	
Tammisaari	1h,kk,kph	kt	3100	96000	3097	1989	1/2	ei	hyvä	
Tammisaari	1h, eril. mh, a...	kt	4050	125000	3086	2005	2/3	on	hyvä	E
Tammisaari ajurinpuisto	2 h,k,kph,sauna	kt	5950	208000	3496	2009	2/3	on	hyvä	D2007
Tammisaari	2h+k	kt	4600	68000	1478	1954	1/2	ei	tyyd.	
Tammisaari	2-3 h, k, kph, ...	kt	7600	197000	2592	1997	2/2	ei		
Tammisaari	2 h, k	kt	5400	63000	1167	1962	2/3	ei		F2007
Tammisaari	2 h, kk, kph, h...	kt	5400	163000	3019	1907	2/3	ei		
Tammisaari	2h+kk+kph+parv	kt	5450	131500	2413	1989	1/2	ei	tyyd.	G2013
Tammisaari	2h+k	kt	6000	115000	1917	1973	2/3	ei	hyvä	
Tammisaari	2h+k	kt	5750	100000	1739	1975	2/3	ei	hyvä	
Tammisaari	2h, k, s	kt	5600	148500	2652	1990	2/2	ei	hyvä	E2007
Tammisaari ormnäs	3 h,k,kph	rt	6200	154000	2484	1962	1/1	ei	hyvä	
Tammisaari / keskusta	3h+k+s+parveke	kt	7300	163000	2233	1984	1/3	ei	tyyd.	G2013
Tammisaari	3h+k	kt	6700	143000	2134	1963	1/3	ei	hyvä	F
Tammisaari	3 h,k,2 wc, kph...	kt	10820	298000	2754	2005	3/3	ei	hyvä	
Tammisaari slottsbacken	3 h,k,kph,sauna...	kt	9900	348000	3515	2006	3/4	ei	hyvä	
Tammisaari	3h+k	rt	6200	150000	2419	1962	1/1	ei	hyvä	
Tammisaari / keskusta	3 h, k, s, 2 wc	kt	12500	205000	1640	1889	1/2	ei	hyvä	E2013
Tammisaari	3h, k	kt	7900	155000	1962	1971	1/3	ei	hyvä	F2013
Tammisaari	3h, k, kph/s	kt	8600	350000	4070	2017	1/3	on	hyvä	C2013
Tammisaari, ormnäs	3 h, keitti...	rt	6200	108000	1742	1962	1/1	ei	tyyd.	
Tammisaari	3 h, k, kph	kt	7000	140000	2000	1981	1/3	ei		
Tammisaari	3 h, k, kph, sauna	rt	7950	300000	3774	2000	2/2	ei	hyvä	
Tammisaari	4h,k,s,terassi	kt	10500	341000	3248	2017	1/2	ei	hyvä	C2013
Tammisaari	4h, k, kph/s	kt	8900	418535	4703	2017	2/3	on	hyvä	C2013
Tammisaari	4h, k, spa, wc	kt	12400	575247	4639	2017	3/3	on	hyvä	C2013
Tammisaari	4 h,k,erill.wc,...	rt	11750	212000	1804	1940	1/2	ei	hyvä	
Tammisaari keskusta	5 h, k, kph/wc,...	kt	11000	195000	1773	1970	2/2	ei	hyvä	
Tammisaari	4h, k, kph/s, kph	rt	10600	290000	2736	2009	1/2	ei		D2013
Tammisaari	4h,k,kph,s	rt	9900	271412	2742	2000	2/2	ei	hyvä	
Tammisaari	3 h, k, b	rt	8600	285000	3314	2013	1/1	ei		
Tammisaari keskusta	4h, k, ruok., k...	kt	11900	276000	2319	1969	2/3	ei	hyvä	
Tammisaari	4h, k, kph/s	kt	9100	469500	5159	2017	3/3	on	hyvä	C2013
