Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Rajalähiö	2h+k	kt	5800	56390	972	1975	3/3	ei	hyvä	F2013
Rajalähiö	2h+k+s	kt	5800	91000	1569	1975	3/3	ei	hyvä	F2013
Variskangas	2h+k+s	rt	6000	56000	933	1973	1/1	ei	hyvä	
Rajalähiö	2h+kk	kt	5000	63000	1260	1975	3/3	ei	hyvä	F2018
Rajalähiö	2h+k	kt	5800	45000	776	1976	2/3	ei		E2013
Variskangas	2h+k+s+var	rt	5000	70560	1411	1982	1/1	ei		F2013
Variskangas	2h+k	kt	5800	52500	905	1975	3/3	ei	hyvä	F2013
Variskangas	2h+k+s	rt	6000	52000	867	1974	1/1	ei	tyyd.	E2018
Variskangas	2h+k+s+autot.	rt	6000	62000	1033	1973	1/1	ei		
Variskangas	3h+k+s	rt	7600	72000	947	1980	1/1	ei	hyvä	D2013
Variskangas	3h, k, s	rt	8250	107000	1297	1982		ei	hyvä	D2013
Variskangas	3h+k+s	rt	8250	105000	1273	1975		ei	hyvä	F2013
Rajalähiö	3h+k	kt	7600	47500	625	1975	3/3	ei	tyyd.	E2013
Variskangas	4h, k, s	ok	11320	43000	380	1968		ei	tyyd.	
Variskangas	4h+k+s+th	ok	11100	40000	360	1972		ei	huono	
Variskangas	4h+k+s	rt	10000	108500	1085	1974	1/1	ei	hyvä	
Variskangas	4h+k+kh+tkh+s	ok	12000	16000	133	1970	-1/1	ei	huono	
Variskangas	4h+k+s+ask	ok	14400	162000	1125	1971		ei		D2018
