Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Raunistula	1h+kt+alk+p	kt	3200	191000	5969	2019	6/6	on	hyvä	C2013
Raunistula	1h, kt, ph, las...	kt	2400	138000	5750	2016	3/5	on	hyvä	C2013
Kastu	1h,k,kph/wc	kt	3000	88500	2950	1967	6/8	on	hyvä	F2013
Raunistula	2h, k, s	rt	4500	68000	1511	1947	1/2	ei	tyyd.	
Kastu	2h+kk	kt	5400	128000	2370	1965	3/3	ei	hyvä	F2007
Raunistula	2h+kt+p	kt	3750	195500	5213	2019	4/6	on	hyvä	C2013
Autinen	2h+kk+s+p	kt	5050	165000	3267	2007	2/3	ei	hyvä	
Ruohonpää	2h,k,s	rt	6100	163000	2672	2005	1/1	ei	hyvä	D2007
Kastu	2 h,k,kph,parv	kt	5900	128001	2170	1967	2/8	on		F2013
Raunistula	2h, k, kph/wc, ...	kt	5500	230000	4182	2012	3/5	on	hyvä	E2013
Raunistula	2h+k+p	kt	5000	118000	2360	1965	2/4	ei	hyvä	E
Raunistula	2h+kt+s+p	kt	4650	202837	4362	2019	1/6	on	hyvä	C2013
Raunistula	2h, kk, s, las....	kt	4900	200000	4082	2012	5/5	on	hyvä	E2013
Kastu	2h,k,kph,las.p	kt	5100	135000	2647	1965	7/7	on	hyvä	F2013
Raunistula	2h,k,kph,wc	rt	4700	115000	2447	1920	1/2	ei	hyvä	G2013
Raunistula, pohjola	2h+keittiö...	kt	6700	152783	2280	1965	2/3	ei	hyvä	F2013
Kähäri	2h, k, kh, parveke	kt	5000	135000	2700	1955	3/5	ei	hyvä	D
Kastu	2h,k,kph,p	kt	5700	116500	2044	1956	3/4	ei	huono	F2018
Kähäri	2h, k, s, lasitt.p	kt	5550	199800	3600	2010	3/5	on	hyvä	D2007
Kastu	2h, k, kh, p	kt	5100	120200	2357	1965	5/7	on	hyvä	D
Pitkämäki	2 h,k,s,parv	kt	6300	134000	2127	1956	2/2	ei		G2013
Raunistula	2h, kt, kph, p	kt	4600	195000	4239	2016	2/5	on	hyvä	C2013
Ruohonpää	2h,k,p	kt	5000	89000	1780	1990	6/7	on	tyyd.	F2013
Kähäri	2h, kt, ph, s, ...	kt	3850	165000	4286	2011	4/5	on	hyvä	E2013
Kähäri	2h, kk, ph, s, ...	kt	3500	150000	4286	2009	4/4	on	hyvä	D2013
Raunistula	2h, k, rt, s, vk	kt	5650	255000	4513	2018	5/5	on	hyvä	B
Raunistula	2h, k, s	rt	4500	72000	1600	1947	1/2	ei	tyyd.	
Kaerla	2h, kk, s	kt	3950	130000	3291	2005	3/6	on	hyvä	D
Kähäri	3h+k	kt	6500	125000	1923	1967	2/4	ei	tyyd.	D2007
Raunistula	3h,k,kph,s,wc,y...	rt	8400	191000	2274	1940		ei	hyvä	
Pohjola	2mh,oh,k,kph/s,...	kt	6800	230000	3382	2012	2/5	on	hyvä	D2007
Raunistula, pohjola	3h+keittiö...	kt	7800	244000	3128	2005	3/4	on		E2013
Kastu	3h,k,kph,p	kt	6600	132264	2004	1965	5/7	ei	hyvä	
Kähärinmäki	3h, k, s, las.p	kt	8200	155000	1890	1980	2/3	ei	tyyd.	
Vätti	3h+k+kph+wc+las. p	kt	7100	123000	1732	1975	1/3	on	tyyd.	G2013
Raunistula	3h,k,kph,vh,p	kt	7500	103500	1380	1965	3/3	ei	tyyd.	D2007
Raunistula	4h, k, s	kt	9950	248000	2492	2002	2/6	on	hyvä	F
Kastu	3-4 h, k, s, vh...	rt	9900	280000	2828	1966	1/1	ei	hyvä	
