Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Jäkärlä	3h, k, kph, s, ...	rt	8000	117500	1469	1988	2/2	ei	hyvä	E2013
Jäkärlä	3h, k, kph, sauna	kt	8000	70000	875	1983	3/3	ei	hyvä	F2013
Jäkärlä	3h,k,wc,vh,kph,s	rt	8100	118000	1457	1983	1/2	ei	hyvä	E2018
Jäkärlä	3h,k,kph,s,vh,p	kt	8000	85000	1063	1983	1/3	ei	hyvä	F2013
Jäkärlä	3h+k+s+at	rt	8500	116000	1365	1981	2/2	ei	hyvä	D2013
Jäkärlä	5 h, k, kph, kh...	rt	12000	158000	1317	1980	2/2	ei	hyvä	D2013
Jäkärlä	5h,k,2wc,kph,s,...	ok	9700	140000	1443	1953		ei	hyvä	
Jäkärlä	4h, k, s	rt	10000	141000	1410	1979	2/1	ei	hyvä	D2013
Jäkärlä	5h, k, kph, s	ok	12000	180000	1500	1983	-1/2	ei	hyvä	
Jäkärlä	4h,k,2xwc,s,piha	rt	8600	116000	1349	1988		ei	hyvä	E2013
Jäkärlä	3 mh, oh, k, kh...	ok	10500	162000	1543	1982	1/1	ei	tyyd.	
