Kaupunginosa	Huoneisto	Talot	m2	Vh	m21	Rv	Krs	Hissi	Kunto	Energial
Keskusta	1h, kk. kph, s,...	kt	4000	130000	3250	1987	2/3	on	hyvä	F2013
Keskusta	1 h, k, kph, pa...	kt	3550	111000	3127	1977	2/4	ei	hyvä	D2013
Keskusta	1h, k, kph	kt	3500	117000	3343	1952	2/3	ei		D2007
Keskusta	1h,kk,s	kt	3450	130000	3768	1984	1/4	on	hyvä	E2013
Loutti	1h, kk	kt	2600	90000	3462	1957	3/3	ei	hyvä	D2007
Loutti	1-2h,avokeitti&...	kt	3300	149800	4539	2020	2/2	ei	hyvä	
Pajala	1h+k	kt	3800	110000	2895	1978	1/5	on	hyvä	C2007
Keskusta	1h,k	kt	4100	114001	2781	1973	3/4	on	hyvä	F2013
Pöytäalho	1h, avok	kt	3200	105900	3309	1969	3/4	on	tyyd.	E2007
Keskusta	1h,k,kph,lasit....	kt	2900	95000	3276	1975	1/3	on	hyvä	D2007
Keskusta	1h,kk,s	kt	4400	185000	4205	2007	6/6	on	tyyd.	C2007
Keskusta	1h,k,parveke	kt	3000	102500	3417	1972	3/4	on	tyyd.	E2013
Keskusta	1 h, k, kph, pa...	kt	3100	87000	2806	1963	1/3	ei	tyyd.	E2007
Loutti	1h,kk,kph,vh	kt	3200	88000	2750	1968	3/3	ei	hyvä	D2013
Loutti	1h, kk, kph, la...	kt	3250	85000	2615	1966	4/7	on	hyvä	G2014
Keskusta	1h, kk	kt	3050	110000	3607	1976	4/4	on	hyvä	F2013
Loutti	1h,kk,kph,p	kt	3600	98000	2722	1984	5/7	on	hyvä	E2013
Keskusta	1h,kk,kph,parv	kt	3400	85000	2500	1980	3/3	ei	tyyd.	D2007
Keskusta	1h,kk,s,p	kt	3500	122000	3486	1988	3/3	on	hyvä	E2013
Keskusta	1h+kk	kt	3050	105000	3443	1983	3/5	on	hyvä	E2013
Keskusta	1h,k,kph,p	kt	3000	103000	3433	1972	3/4	on	hyvä	F2013
Loutti	1h+kk	kt	3550	102000	2873	1984	5/7	on	tyyd.	E2013
Loutti	2h,k,s,ak,var	kt	6500	189000	2908	2006	2/2	ei	hyvä	E2013
Keskusta	2h+k+s	kt	5700	265050	4650	2020	5/8	on	hyvä	B2018
Keskusta	2h+kk	kt	4300	215687	5016	2020	7/8	on	hyvä	B2018
Lepola	2h, avokeitti...	kt	3950	171685	4346	2020	2/2	ei	hyvä	
Keskusta	2h, kk, kph	kt	4000	125000	3125	1952	1/3	ei		D2007
Loutti	2h,avokeitti...	kt	3800	169800	4468	2020	2/2	ei	hyvä	
Keskusta	2h,kt,s	kt	5150	140000	2718	1987	4/4	ei	tyyd.	
Keskusta	2h,kk,kph,vh,et...	kt	5150	133000	2583	1976	2/4	ei	hyvä	
Loutti	2h, kk	kt	4700	115000	2447	1981	3/3	ei	hyvä	E2013
Keskusta	2h+k+s	kt	5700	285000	5000	2020	7/8	on	hyvä	B2018
Keskus	2h, k	kt	5650	113350	2006	1975	3/5	on	tyyd.	F
Keskusta	2h,k,s	kt	5300	118500	2236	1985	1/5	on	tyyd.	E2013
Keskusta	2h+kk	kt	4300	205062	4769	2020	6/8	on	hyvä	B2018
Keskusta	2h+kk+s	kt	4900	252350	5150	2020	7/8	on	hyvä	B2018
Keskusta	2h,kk	kt	4100	99000	2415	1954	1/3	ei	tyyd.	D2007
Keskusta	2h, k	kt	6000	125000	2083	1977	1/3	on	hyvä	D2007
Keskusta	2h+kt	kt	5250	290000	5524	2017	15/18	ei	hyvä	
Keskusta	2h,k,kph,vh,las...	kt	5400	129000	2389	1973	2/3	ei	hyvä	E2018
Keskusta	2h+kk	kt	4300	194437	4522	2020	3/8	on	hyvä	B2018
Keskusta	2h+k+s	kt	5700	270750	4750	2020	6/8	on	hyvä	B2018
Terioja	2h,kk,s	rt	4200	149000	3548	1989	1/1	ei	hyvä	E2018
Keskusta	2h, kk, s, lasi...	kt	5150	216000	4194	2012	3/6	on	hyvä	D
Keskusta	2h,kt,kh,s,parv.	kt	5300	228000	4302	2013	2/5	on	hyvä	A2013
Keskusta	2h,kk,kh	kt	4700	108000	2298	1959	2/4	ei	tyyd.	D2013
Keskusta	2h,k	kt	5700	140000	2456	1973		on	hyvä	F2013
Keskusta	2h, k, s, vh, l...	kt	6250	135000	2160	1984	2/4	on	hyvä	E
Loutti	2h,kk,kh,parv	kt	5100	120000	2353	1965	2/3	ei	hyvä	G2013
Loutti	2h,k,s	rt	6100	177000	2902	1995	1/1	ei	hyvä	
Keskusta	2h,kk,kph	kt	4000	89000	2225	1962	2/4	ei	tyyd.	F2013
Keskusta	2h,kk,kh,s,p	kt	4600	152000	3304	2003	2/7	on	hyvä	D2013
