Postal code	Surface area (2013)	Surface area (2014)	Surface area (2015)	Surface area (2016)	Surface area (2017)
25860	49943161.0	47573615.0	47573615.0	39558176.0	39558176.0
25870	858594829.0	191880331.0	191880331.0	72690267.0	72690267.0
25900	482826358.0	477457893.0	477457893.0	71811698.0	71811698.0
25910	38269096.0	14605344.0	14605344.0	5936231.0	5936231.0
25930	26244755.0	24145175.0	24145175.0	8728082.0	8728082.0
25940	278321342.0	285550468.0	285550468.0	14989886.0	14989886.0
25950	1345844627.0	1259710571.0	1259710571.0	19287748.0	19287748.0
25960	115557006.0	122631925.0	122631925.0	15276945.0	15276945.0
26100	481983000.0	484170517.0	484170517.0	28455663.0	28455663.0
26200	52463817.0	36579682.0	36579682.0	22790064.0	22790064.0
26410	237371561.0	233093267.0	233093267.0	22609769.0	22609769.0
26510	21147992.0	20929853.0	20929853.0	20929853.0	20929853.0
26560	37746836.0	38690507.0	38690507.0	38690507.0	38690507.0
26660	9660469.0	9794069.0	9794069.0	9794069.0	9794069.0
26720	2628746.0	2625452.0	2625452.0	2625452.0	2625452.0
26740	26121194.0	25954362.0	25954362.0	25954362.0	25954362.0
26820	14099734.0	9605664.0	9605664.0	5863796.0	5863796.0
26840	9946589.0	8804140.0	8804140.0	7110227.0	7110227.0
26910	12729337.0	12535450.0	12535450.0	12231782.0	12231782.0
26930	47755481.0	47226458.0	47226458.0	47226458.0	47294890.0
26950	67655888.0	44031360.0	44031360.0	25795630.0	25795630.0
27100	100447414.0	98849686.0	101587008.0	97573631.0	97573631.0
27110	55488357.0	58157934.0	58240851.0	58240851.0	58240851.0
27130	45764511.0	45366559.0	45366559.0	45366559.0	45366559.0
27150	67064912.0	56979700.0	56608684.0	51164353.0	51164353.0
27160	15069972.0	15069972.0	15069972.0	5985287.0	5985287.0
27170	115235072.0	82119409.0	79670186.0	50964817.0	50964817.0
27220	50968325.0	51979601.0	51979601.0	51979601.0	51979601.0
27230	96547573.0	94244562.0	94244562.0	94244562.0	94244562.0
27250	15282995.0	15333601.0	15333601.0	15333601.0	15333601.0
27260	41117645.0	41927845.0	41927845.0	41927845.0	41927845.0
27310	41147977.0	42061300.0	42061300.0	42061300.0	42347986.0
27320	45296918.0	45331930.0	45331930.0	45331930.0	44514459.0
27340	267158401.0	254566919.0	254566919.0	37572588.0	37572588.0
27400	51065843.0	50902635.0	50902635.0	50902635.0	50902635.0
27420	12551001.0	13108285.0	13108285.0	13108285.0	13108285.0
27430	77646427.0	79243188.0	79243188.0	79243188.0	79243188.0
27450	22524420.0	21432928.0	21432928.0	21432928.0	21432928.0
27500	79095832.0	79371279.0	78971685.0	78971685.0	78971685.0
27510	157670777.0	159163104.0	159163104.0	159163104.0	159163104.0
27600	123918096.0	124929103.0	124929103.0	124929103.0	126533494.0
27640	41157522.0	42075213.0	42061864.0	42061864.0	42061864.0
27650	104230300.0	100647313.0	100632049.0	100632049.0	101112225.0
27670	34258641.0	35549347.0	35791800.0	35791800.0	35791800.0
27710	51715603.0	50685971.0	50685971.0	50685971.0	50685971.0
27730	14072361.0	14036462.0	14036462.0	14036462.0	14036462.0
27740	22601506.0	23942273.0	23942273.0	23942273.0	23942273.0
27750	69822567.0	70725445.0	70725445.0	70725445.0	70725445.0
27800	125526536.0	126049688.0	125996065.0	126005608.0	126005608.0
27820	26873575.0	26993208.0	27127370.0	27127370.0	27127370.0
27840	13662517.0	13750855.0	13840179.0	13840179.0	13840179.0
27860	71606952.0	70820261.0	69980776.0	69980776.0	69980776.0
27910	2622880.0	2636999.0	2721588.0	2721588.0	2721588.0
27920	44376812.0	44551248.0	44567139.0	44600302.0	44600302.0
28100	36929941.0	37326784.0	37326784.0	36493051.0	37937700.0
28120	1505767.0	1575114.0	1575114.0	1575114.0	1715770.0
28130	4160860.0	4193555.0	4193555.0	4193555.0	4191925.0
28190	73000833.0	53362370.0	53362370.0	35644768.0	34307156.0
28200	9371437.0	9118276.0	9118276.0	9118276.0	9109902.0
28220	24517845.0	25325955.0	25325955.0	25325955.0	25325955.0
28240	3797533.0	3704659.0	3704659.0	3704659.0	3704659.0
28260	32404998.0	32139253.0	32139253.0	32139253.0	31558491.0
28300	2343920.0	2353817.0	2353817.0	2353817.0	2318672.0
28330	3207521.0	3213547.0	3213547.0	3213547.0	3236519.0
28360	2917699.0	2976747.0	2976747.0	2976747.0	2926627.0
28370	1056114.0	1065626.0	1065626.0	1065626.0	1077266.0
28400	27816142.0	27276816.0	27276816.0	27276816.0	27236594.0
28430	4823370.0	4837198.0	4837198.0	4837198.0	4837198.0
28450	26387368.0	26700553.0	26700553.0	26700553.0	26485769.0
28500	3844889.0	3999750.0	3999750.0	3999750.0	3932474.0
28540	10358642.0	10575868.0	10575868.0	10575868.0	10641850.0
28560	28343788.0	29308873.0	29308873.0	29308873.0	29930901.0
28580	16467461.0	17445674.0	17445674.0	17445674.0	17900700.0
28600	22194420.0	21821660.0	21821660.0	21821660.0	21427952.0
28610	3401746.0	3390691.0	3390691.0	3390691.0	3411416.0
28660	353755197.0	160328870.0	160328870.0	73804515.0	73884558.0
28760	31340319.0	28960382.0	28960382.0	24935112.0	24742906.0
28800	58574405.0	38444041.0	38444041.0	22248307.0	22248307.0
28840	20671307.0	14665655.0	14814891.0	8890459.0	8890459.0
28880	36786085.0	35282903.0	34673210.0	4094724.0	4094724.0
28900	567515952.0	562285618.0	560879547.0	21084745.0	21084745.0
29100	1120667087.0	1131462269.0	1132195764.0	138233923.0	137496493.0
29180	50877664.0	50812563.0	50654255.0	50530048.0	50530048.0
29200	127420282.0	127724450.0	127724450.0	127724450.0	127724450.0
29250	88993559.0	89103067.0	89103067.0	89103067.0	89103067.0
29270	48679487.0	49001279.0	48426092.0	48426092.0	48426092.0
29280	37018686.0	34236236.0	34236236.0	34236236.0	34236236.0
29310	39283648.0	41381674.0	41381674.0	41381674.0	42177221.0
29320	35596688.0	36900877.0	36900877.0	36900877.0	36900877.0
29340	218866349.0	219457241.0	219457241.0	219457241.0	219457241.0
29350	33003970.0	34709175.0	34709175.0	34709175.0	34709175.0
29570	41829518.0	42391278.0	42391278.0	42391278.0	42391278.0
29600	172207852.0	174873180.0	174873180.0	174873180.0	174873180.0
29630	253005153.0	247901981.0	247384019.0	247384019.0	247384019.0
29640	75344698.0	80322830.0	80322830.0	80322830.0	80322830.0
29680	127616709.0	128805685.0	128805685.0	128805685.0	128805685.0
29700	186879184.0	167423988.0	169489780.0	133642023.0	133642023.0
29720	29576168.0	30326940.0	30515122.0	30515122.0	30515122.0
29740	22587120.0	24610583.0	24741098.0	23612139.0	23612139.0
29750	18773849.0	17338488.0	17254522.0	15741464.0	15741464.0
29760	90027862.0	92088509.0	92172475.0	22987982.0	22987982.0
29790	88594744.0	86064278.0	86064278.0	82347802.0	82347802.0
29810	295187885.0	286936988.0	286936988.0	285421801.0	285421801.0
29830	57553833.0	55955115.0	55955115.0	55955115.0	55955115.0
29860	34020521.0	34666411.0	34666411.0	37412305.0	37412305.0
29880	84030942.0	86101608.0	86101608.0	85709142.0	85709142.0
29900	739508274.0	766092964.0	766092964.0	170890831.0	170890831.0
29940	125854635.0	118862711.0	118862711.0	118862711.0	118862711.0
30100	251503590.0	251197852.0	251321718.0	251182166.0	251182166.0
30300	4624465.0	4537305.0	4537305.0	4426259.0	4426259.0
30420	11364177.0	11476575.0	11476575.0	11683036.0	11683036.0
31110	72198649.0	72557252.0	72557252.0	72557252.0	72557252.0
31130	44167166.0	44411634.0	44411634.0	44411634.0	44411634.0
31140	47149979.0	46572161.0	46572161.0	46572161.0	46572161.0
31160	34059889.0	34118211.0	34118211.0	34118211.0	34118211.0
31170	57225446.0	57944359.0	57944359.0	57944359.0	57944359.0
31230	85066220.0	81328378.0	81328378.0	81012033.0	81012033.0
31250	67236735.0	67071939.0	67071939.0	67071939.0	67071939.0
31300	120376248.0	119382921.0	120234849.0	120132320.0	120132320.0
31310	9362078.0	8089164.0	8089164.0	8089164.0	8089164.0
31340	90724347.0	90558976.0	91666265.0	91666265.0	91666265.0
31350	96411917.0	101520047.0	102965944.0	102965944.0	102965944.0
31370		286460.0	286460.0	286460.0	286460.0
31380	75703060.0	77840687.0	70552018.0	70552018.0	70552018.0
31400	158577603.0	161141071.0	160950965.0	160950965.0	160950965.0
31410	52053711.0	52067513.0	49520298.0	49520298.0	49520298.0
31450	53066544.0	52317395.0	55597250.0	55597250.0	55597250.0
31460	51915865.0	54173077.0	54173077.0	54173077.0	54173077.0
31470	196867407.0	199418799.0	202404491.0	202404491.0	202404491.0
31490	51909568.0	51219782.0	51494443.0	51494443.0	51494443.0
31500	195622654.0	199001451.0	201574398.0	201574398.0	201574398.0
31520	83367836.0	83824987.0	82946653.0	83026445.0	83026445.0
31530	46243421.0	45324117.0	48158359.0	48158359.0	48158359.0
31600	55456529.0	55531845.0	56056348.0	56203015.0	56203015.0
31610	36126316.0	35739851.0	34226440.0	34226440.0	34226440.0
31620	29804806.0	30861714.0	30861714.0	30861714.0	30861714.0
31630	55333832.0	54797695.0	54678485.0	54678485.0	54678485.0
31640	137370986.0	135963043.0	135963043.0	126139998.0	126139998.0
31650	14843364.0	16710475.0	16710475.0	26533520.0	26533520.0
31700	141020021.0	138487971.0	138487971.0	139247604.0	139247604.0
31720	49140940.0	46850997.0	46850997.0	46850997.0	46850997.0
31730	51035366.0	51035366.0	51035366.0	51035366.0	51035366.0
31750	23296319.0	22894658.0	22894658.0	22894658.0	22894658.0
31760	70458426.0	68739036.0	68739036.0	68739036.0	68739036.0
31810	71302301.0	69596504.0	69596504.0	69596504.0	69596504.0
31830	62827221.0	64327871.0	64327871.0	64327871.0	64327871.0
31850	27404013.0	27145485.0	27145485.0	27145485.0	27145485.0
31860	65696226.0	66614341.0	66614341.0	66614341.0	66614341.0
31900	131735506.0	131969316.0	131969316.0	131969316.0	131969316.0
31930	34465621.0	33460374.0	33460374.0	33460374.0	33460374.0
31950	35738666.0	36324546.0	36324546.0	36324546.0	36324546.0
31960	26268784.0	26107688.0	25023740.0	25023740.0	25023740.0
31970	30925150.0	31351720.0	32367981.0	32367981.0	32367981.0
32100	132114207.0	132766073.0	133352345.0	133272554.0	133272554.0
32140	44846957.0	44322959.0	43642257.0	43642257.0	43642257.0
32200	165167232.0	166282001.0	169527519.0	169527519.0	169527519.0
32210	50137369.0	49945738.0	49347089.0	49347089.0	49347089.0
32250	35058183.0	34781118.0	35168458.0	35168458.0	35168458.0
32260	40840334.0	41820787.0	41440959.0	41440959.0	41440959.0
32270	66024598.0	63289748.0	62151055.0	62151055.0	62151055.0
32280	26812217.0	26080975.0	26080975.0	26080975.0	26080975.0
32300	150166317.0	151027676.0	149547360.0	149547360.0	149403482.0
32410	72457415.0	70880876.0	70000798.0	70000798.0	67222170.0
32430	14829735.0	15504585.0	15480966.0	15480966.0	15480966.0
32440	120448455.0	119749520.0	122450408.0	122450408.0	122450408.0
32450	60345838.0	62730423.0	58704689.0	58704689.0	58704689.0
32500	90833199.0	91450945.0	91744158.0	91744158.0	94666663.0
32520	15699436.0	15795752.0	15795752.0	15795752.0	15795752.0
32560	60724938.0	61255994.0	61584628.0	61584628.0	61584628.0
32610	86965369.0	89167277.0	90813872.0	90813872.0	90813872.0
32620	45394959.0	44955983.0	44909337.0	44909337.0	44909337.0
32700	273232627.0	275881363.0	275881363.0	275881363.0	275881363.0
32710	64346722.0	63565815.0	63565815.0	63565815.0	63565815.0
32730	50555822.0	49506674.0	49506674.0	49506674.0	49506674.0
32740	46813642.0	47134635.0	47134635.0	47134635.0	47134635.0
32760	31410356.0	30936833.0	30936833.0	30936833.0	30936833.0
32770	34426317.0	33539802.0	33995433.0	33995433.0	33995433.0
32800	190318025.0	189885691.0	189885691.0	189885691.0	189885691.0
32810	65381131.0	66744658.0	66744658.0	66744658.0	66744658.0
32830	43188538.0	43188538.0	43188538.0	43188538.0	43188538.0
32860	37399353.0	36959361.0	36959361.0	36959361.0	36959361.0
32910	34129063.0	35351928.0	35351928.0	35351928.0	35351928.0
32920	169993430.0	169852940.0	169852940.0	169852940.0	169852940.0
33100	4334972.0	4346328.0	4428353.0	4428353.0	4482750.0
33180	6023191.0	5788919.0	5750376.0	5750376.0	5758971.0
33200	915333.0	936775.0	946334.0	946334.0	946334.0
33210	1120407.0	1130608.0	1130608.0	1130608.0	1130608.0
33230	3873699.0	3895401.0	3895401.0	3895401.0	3895401.0
33240	1409600.0	1404563.0	1404563.0	1404563.0	1404563.0
33250	3606908.0	3603053.0	3603053.0	3603053.0	3603053.0
33270	6681585.0	6661602.0	6661602.0	6661602.0	6661602.0
33300	7208117.0	7632614.0	7632614.0	7632614.0	7632614.0
33310	3070476.0	3062071.0	3062071.0	3062071.0	3062071.0
33330	7678192.0	7694879.0	7694879.0	7694879.0	7694879.0
33340	3213871.0	3233387.0	3233387.0	3233387.0	3233387.0
33380	1176737.0	1919940.0	1919940.0	1919940.0	1919940.0
33400	10012804.0	9900895.0	9900895.0	9900895.0	9900895.0
33410	8301103.0	8285222.0	8285222.0	8285222.0	8285222.0
33420	2482943.0	2502350.0	2502350.0	2502350.0	2502350.0
33430	5695557.0	5695557.0	5695557.0	5695557.0	5695557.0
33450	19108793.0	19242645.0	19287731.0	19287731.0	19287731.0
33470	25054263.0	25904437.0	25859352.0	25859352.0	25859352.0
33480	33616731.0	33842834.0	32911107.0	32911107.0	32911107.0
33500	4016689.0	4070720.0	3977828.0	3977828.0	3977828.0
33520	1951273.0	1938587.0	1680668.0	1680668.0	1680668.0
33530	1408802.0	1401847.0	1426277.0	1426277.0	1426277.0
33540	1754872.0	1646562.0	1608690.0	1608690.0	1576766.0
33560	15378833.0	15159502.0	15506701.0	15506701.0	15506701.0
33580	9716639.0	9813300.0	9813300.0	9813300.0	9813300.0
33610	9576445.0	9768509.0	9768509.0	9768509.0	9768509.0
33680	188852819.0	188798675.0	188798675.0	188798675.0	188798675.0
33700	2106035.0	2155292.0	2155247.0	2155247.0	2155247.0
33710	11202389.0	10987841.0	11013156.0	11013156.0	10711350.0
33720	12276112.0	12209999.0	12207400.0	12207400.0	12205015.0
33730	2578857.0	2528361.0	2528361.0	2528361.0	2528361.0
33800	3218243.0	3253594.0	3210225.0	3210225.0	3210223.0
33820	9048947.0	9044099.0	8991974.0	8991974.0	8893410.0
33840	7347841.0	7289935.0	7342060.0	7342060.0	7161134.0
33850	7383017.0	7477369.0	7477369.0	7477369.0	7477369.0
33870	24534085.0	15060723.0	15060723.0	15060723.0	15683357.0
33880	14852186.0	15053834.0	15053834.0	15053834.0	15053834.0
33900	7674824.0	7675548.0	7679279.0	7679279.0	7648211.0
33920	3790004.0	3844190.0	3844190.0	3844190.0	3844190.0
33950	8520433.0	8733708.0	8714689.0	8714689.0	8714689.0
33960	35801210.0	35833882.0	35833882.0	35833882.0	35833882.0
33980	56652304.0	57064621.0	57064621.0	57064621.0	57064621.0
34110	35486512.0	34992723.0	33413008.0	33413008.0	33413008.0
34130	30785323.0	31046073.0	32454722.0	32454722.0	32381130.0
34140	77892750.0	80213552.0	81256054.0	81256054.0	82308866.0
34150	66876975.0	72868632.0	72868632.0	74806066.0	73831063.0
34180	62009698.0	58707406.0	58707406.0	58707406.0	58707406.0
34240	79672834.0	81663441.0	81663441.0	81663441.0	81663441.0
34260	188154735.0	190167652.0	190167652.0	190167652.0	190167652.0
34270	124639591.0	124026609.0	124026609.0	124026609.0	124026609.0
34300	341709188.0	343721204.0	343721204.0	341787042.0	341787042.0
34320	59796303.0	62916110.0	62916110.0	62916110.0	62916110.0
34330	49570448.0	53565136.0	53565136.0	53565136.0	53565136.0
34410	37670443.0	38103437.0	38103437.0	38103437.0	38103437.0
34420	25584786.0	26140977.0	26140977.0	26140977.0	26140977.0
34430	48069685.0	48249049.0	48249049.0	48249049.0	48249049.0
34450	115609580.0	112567223.0	112567223.0	112567223.0	112567223.0
34510	77764060.0	75563190.0	75563190.0	75563190.0	75563190.0
34530	41244942.0	45748583.0	45748583.0	47407052.0	47407052.0
34550	204105217.0	209023415.0	209023415.0	209023415.0	209023415.0
34600	213568190.0	215830060.0	215830060.0	215830060.0	215830060.0
34640	79814632.0	75806474.0	75806474.0	75806474.0	75806474.0
34710	111150372.0	113007640.0	113007640.0	113007640.0	113007640.0
34730	110219450.0	108159273.0	108159273.0	108159273.0	108159273.0
34740	26329575.0	25564180.0	25564180.0	25564180.0	25564180.0
34770	150535489.0	149042081.0	149042081.0	149042081.0	149042081.0
34800	319414938.0	312420450.0	312420450.0	312420450.0	312420450.0
34870	144620146.0	143561950.0	143561950.0	143561950.0	143561950.0
34910	72697425.0	72070723.0	72070723.0	72070723.0	72070723.0
34930	91055887.0	89494929.0	89494929.0	89494929.0	89494929.0
34950	90597433.0	94016204.0	94016204.0	94016204.0	94016204.0
34970	24579160.0	23274072.0	23274072.0	23274072.0	23274072.0
34980	90110036.0	87880751.0	87880751.0	87880751.0	87880751.0
35100	97116116.0	97089885.0	97089885.0	97089885.0	96607606.0
35220	88117933.0	88029940.0	88029940.0	87320439.0	87320439.0
35240	68540807.0	67508489.0	65768216.0	63243494.0	63243494.0
35260	5670174.0	5094883.0	5094883.0	5076365.0	5076365.0
35270	88925955.0	85538946.0	87272907.0	89762544.0	89762544.0
35300	309727914.0	310610514.0	310457798.0	310557695.0	311039974.0
35320	85527135.0	86538436.0	86538436.0	86538436.0	86538436.0
35400	233669645.0	231977980.0	233659947.0	234527874.0	231840994.0
35420	75864510.0	76223178.0	75928808.0	75989655.0	75989655.0
35480	29849571.0	30023620.0	31473441.0	31473441.0	31473441.0
35500	103048922.0	105885557.0	105885557.0	105885557.0	105885557.0
35520	27180788.0	24533309.0	24533309.0	24533309.0	24533309.0
35530	109291299.0	110267114.0	110267114.0	110267114.0	110267114.0
35540	106350885.0	112064913.0	112064913.0	112064913.0	112064913.0
35550	31144036.0	29660987.0	29660987.0	29660987.0	29660987.0
35600	124865133.0	125871390.0	129497504.0	127918279.0	127918279.0
35610	34153228.0	34124586.0	34124586.0	34448282.0	34448282.0
35630	47968680.0	47849817.0	44149472.0	44476226.0	44476226.0
35700	322216490.0	326153929.0	326190925.0	326190925.0	326190925.0
35740	63250532.0	68425576.0	68425576.0	68425576.0	68425576.0
35750	116050490.0	113991530.0	113991530.0	113991530.0	113991530.0
35800	36658586.0	36606978.0	36651865.0	36651865.0	36651865.0
35820	202569186.0	203783422.0	203453148.0	203453148.0	204513745.0
35990	132061464.0	132032352.0	130794065.0	130794065.0	130794065.0
36100	8951289.0	8537574.0	8746966.0	8746966.0	8746966.0
36110	14254951.0	14496843.0	14491208.0	14830852.0	14830852.0
36120	81680806.0	82734517.0	82734517.0	82734517.0	82734517.0
36200	170572769.0	172143836.0	174490004.0	175963380.0	175924429.0
36220	9516242.0	9232863.0	8563700.0	8563700.0	8571116.0
36240	6343998.0	6168323.0	6059954.0	6059954.0	6052538.0
36270	52229908.0	53201548.0	49749777.0	48357859.0	48357859.0
36280	387507.0	425385.0	425385.0	455083.0	455083.0
36340	39706872.0	40900230.0	40900230.0	40975131.0	40975131.0
36420	106110365.0	103432652.0	100335146.0	99809444.0	99809444.0
36430	57119271.0	55134197.0	59318450.0	59318450.0	59318450.0
36450	58017173.0	54597662.0	53853636.0	53853636.0	53853636.0
36520	46826552.0	46141171.0	47252297.0	47252297.0	47252297.0
36570	44857178.0	46041526.0	46041526.0	46041526.0	46041526.0
36600	165010909.0	164988100.0	164837254.0	164837254.0	164837254.0
36640	37618441.0	37618441.0	37618441.0	37618441.0	37618441.0
36660	31631180.0	31849829.0	31849829.0	31849829.0	31849829.0
36720	65887977.0	63878501.0	65518532.0	65518532.0	65518532.0
36760	82926026.0	83364909.0	84453499.0	84453499.0	84453499.0
36810	74187994.0	75332759.0	74708246.0	74708246.0	74708246.0
36840	85338381.0	83436952.0	83732537.0	83732537.0	83732537.0
36880	91217746.0	88534029.0	88388191.0	88495101.0	88495101.0
36910	73563172.0	76039668.0	71764190.0	71764190.0	71764190.0
36930	79329920.0	75517959.0	75424984.0	75493214.0	75493214.0
37100	16115169.0	15864820.0	15864820.0	15864820.0	15864820.0
37120	58090051.0	58052847.0	58052847.0	58052847.0	58052847.0
37130	13434666.0	13467433.0	13467433.0	13467433.0	13467433.0
37140	11654969.0	12234033.0	12234033.0	12234033.0	12234033.0
37150	7213135.0	7240173.0	7240173.0	7240173.0	7240173.0
37180	49006563.0	51561718.0	51561718.0	51561718.0	51561718.0
37200	90916327.0	91614485.0	91614485.0	92510304.0	92510304.0
37210	1936688.0	1382251.0	1382251.0	962705.0	962705.0
37240	4897299.0	4950187.0	4950187.0	4862763.0	4862763.0
37310	70477872.0	70276276.0	70276276.0	70276276.0	70276276.0
37350	35274132.0	33991436.0	33991436.0	33991436.0	33991436.0
37370	149012956.0	153001831.0	153001831.0	153001831.0	153001831.0
37380	33023289.0	33199884.0	33199884.0	33199884.0	33199884.0
37420	80524095.0	79606854.0	79606854.0	79606854.0	79606854.0
37470	38956387.0	39259969.0	39259969.0	39259969.0	39259969.0
37500	152821418.0	153531537.0	153531537.0	153531537.0	153531537.0
37530	44877537.0	45443953.0	45443953.0	45443953.0	45443953.0
37550	28719722.0	28762306.0	28762306.0	28762306.0	28762306.0
37560	30738869.0	31724449.0	31724449.0	31724449.0	31724449.0
37570	22793348.0	23122098.0	23122098.0	23122098.0	23122098.0
37600	144521485.0	144849914.0	144849914.0	144849914.0	144849914.0
37630	38176677.0	38676456.0	38676456.0	38676456.0	38676456.0
37700	22083458.0	22039203.0	22039203.0	22039203.0	22039203.0
37720	53277300.0	54966580.0	54966580.0	54966580.0	54966580.0
37740	30436680.0	31346747.0	31346747.0	31346747.0	31346747.0
37770	52622966.0	52894779.0	52894779.0	52894779.0	52894779.0
37800	181577849.0	182417515.0	182417515.0	181847481.0	181847481.0
37830	59480045.0	59599088.0	59599088.0	59599088.0	59599088.0
37850	30167773.0	30253967.0	30253967.0	30253967.0	30253967.0
37860	37665599.0	39681762.0	39681762.0	39681762.0	39681762.0
37900	25489474.0	25888996.0	25888996.0	25888996.0	25888996.0
37910	79089937.0	78592332.0	78592332.0	78592332.0	78592332.0
37960	7393503.0	7420194.0	7420194.0	7420194.0	7420194.0
38100	69991391.0	71025514.0	70594192.0	70594192.0	70594192.0
38120	29372857.0	28923927.0	28923927.0	28923927.0	28923927.0
38130	1369131.0	1597320.0	1597320.0	1597320.0	1597320.0
38140	57376289.0	58548829.0	58548829.0	58548829.0	58548829.0
38200	23497068.0	23650849.0	23650849.0	23650849.0	23650849.0
38210	158189933.0	157316861.0	160058108.0	160058108.0	160058108.0
38220	118224036.0	120159868.0	120159868.0	120159868.0	120159868.0
38250	85472137.0	84155768.0	84155768.0	84155768.0	84155768.0
38270	76256257.0	76050159.0	76050159.0	76050159.0	76050159.0
38280	59246199.0	59057517.0	59057517.0	59057517.0	59057517.0
38300	126963365.0	127223270.0	127223270.0	127223270.0	127223270.0
38360	161096693.0	162500108.0	161989241.0	161989241.0	161989241.0
38420	60078165.0	60928881.0	60928881.0	60928881.0	60928881.0
38460	142603506.0	140383288.0	139604232.0	139604232.0	139604232.0
38470	44188433.0	44274179.0	43789621.0	43789621.0	43964209.0
38490	15853679.0	15210962.0	15210962.0	15210962.0	15210962.0
38510	243358610.0	242089506.0	240337469.0	240337469.0	228674032.0
38600	234753857.0	244773538.0	242066276.0	242066276.0	254167425.0
38650	58391943.0	56738643.0	56061100.0	56061100.0	56061100.0
38670	53325672.0	53751025.0	54053466.0	54053466.0	54053466.0
38680	41808014.0	40251333.0	40251333.0	40251333.0	40251333.0
38700	124684667.0	124539953.0	125779353.0	125779353.0	125779353.0
38710	3046445.0	3060439.0	3060439.0	3060439.0	3060439.0
38720	95718990.0	94862105.0	97505452.0	97505452.0	97276496.0
38740	29844629.0	31019895.0	31019895.0	31019895.0	31019895.0
38750	50133971.0	50133971.0	50133971.0	50133971.0	50133971.0
38760	62503095.0	61598445.0	61598445.0	61598445.0	61598445.0
38770	27212855.0	27485529.0	27485529.0	27485529.0	27485529.0
38800	190927412.0	196946534.0	195384522.0	195405302.0	195405302.0
38840	139726485.0	140428098.0	139579406.0	139579406.0	139579406.0
38860	43634592.0	46046987.0	46497718.0	46497718.0	46497718.0
38910	137237554.0	140463870.0	140127846.0	140127846.0	140127846.0
38920	43866922.0	43696895.0	43696895.0	43696895.0	43696895.0
38950	259355429.0	263293789.0	263293789.0	263293789.0	263293789.0
38970	67205968.0	67325128.0	67325128.0	67325128.0	67325128.0
39100	132826792.0	131515054.0	130983319.0	133105038.0	131518588.0
39110	14791440.0	15304531.0	15304531.0	15704149.0	15704149.0
39130	46050800.0	46891669.0	46891669.0	46748772.0	46748772.0
39150	56465164.0	56934374.0	56994665.0	56447191.0	56447191.0
39160	11332803.0	11373703.0	11373703.0	11373703.0	11373703.0
39170	15201969.0	15582018.0	15582018.0	15582018.0	15582018.0
39180	9936976.0	10100772.0	10100772.0	10100772.0	10100772.0
39195	26103725.0	28417783.0	28822555.0	26602741.0	26602741.0
39200	82407159.0	83527911.0	84745362.0	84745362.0	86331811.0
39230	17619319.0	18309289.0	18379080.0	18379080.0	18379080.0
39290	64721845.0	64403981.0	65373765.0	65373765.0	67366326.0
39310	90978445.0	93554875.0	93388538.0	93388538.0	93975496.0
39340	38682318.0	41796267.0	41796267.0	41796267.0	41858814.0
39360	40034258.0	38619222.0	38398454.0	38398454.0	37487546.0
39380	13536543.0	13746991.0	13746991.0	13746991.0	14004177.0
39410	99440172.0	98024118.0	98024118.0	98936429.0	98936429.0
39430	63153452.0	63291707.0	61543178.0	61705246.0	61705246.0
39450	146630857.0	142478037.0	142478037.0	141980798.0	141980798.0
39500	119279383.0	119617268.0	119765153.0	118639151.0	118639151.0
39530	168927033.0	169713388.0	171458021.0	172138379.0	169762475.0
39580	98482175.0	98062828.0	99473228.0	99937315.0	99937315.0
39590	50406938.0	49784983.0	51548339.0	51548339.0	51548339.0
39610	56376104.0	58058879.0	60991633.0	60952411.0	60952411.0
39620	161738413.0	160941672.0	160941672.0	160941672.0	160941672.0
39660	75497688.0	72686871.0	68693344.0	68693344.0	68693344.0
39700	468113504.0	473611290.0	472323562.0	466189528.0	466189528.0
39750	157415138.0	161126197.0	161126197.0	164595586.0	164595586.0
39770	63822034.0	60590539.0	60590539.0	60590539.0	60590539.0
39780	20514101.0	19394336.0	19394336.0	19394336.0	19394336.0
39810	72959702.0	76415986.0	76415986.0	76219167.0	76219167.0
39820	284328403.0	275197055.0	275197055.0	275197055.0	275197055.0
39880	28665039.0	39101339.0	39101339.0	39101339.0	39101339.0
39920	96485149.0	94426015.0	94426015.0	94426015.0	94426015.0
39930	76998457.0	77952420.0	77952420.0	77952420.0	77952420.0
39940	99508728.0	99324453.0	99324453.0	99324453.0	99324453.0
39960	60887247.0	61023460.0	61023460.0	61023460.0	61023460.0
39965	53195112.0	52313425.0	52313425.0	52313425.0	52313425.0
39980	44705002.0	40034330.0	40034330.0	40034330.0	40034330.0
39990	63195727.0	69547200.0	69547200.0	70169781.0	70169781.0
40100	3657761.0	3685584.0	3685584.0	3685584.0	3685584.0
40200	4936211.0	4661663.0	4661663.0	4661663.0	4661663.0
40250	9628385.0	9693847.0	9693847.0	9693847.0	9693847.0
40270	81888873.0	79331244.0	79331244.0	79331244.0	79331244.0
40320	15559701.0	15263233.0	15263233.0	15263233.0	15263233.0
40340	5740475.0	5626310.0	5626310.0	5626310.0	5626310.0
40400	3884108.0	3943964.0	3943964.0	3943964.0	3943964.0
40420	5494426.0	5488211.0	5488211.0	5488211.0	5488211.0
40500	22967625.0	23669452.0	23669452.0	23669452.0	23669452.0
40520	13960898.0	13835834.0	13835834.0	13835834.0	13835834.0
40530	24208747.0	23435393.0	23435393.0	23435393.0	23435393.0
