Postal code	Density (2013)	Density (2014)	Density (2015)	Density (2016)	Density (2017)
00100	0.004272664543164328	0.005402743676165921	0.005509429517505574	0.007663777930189294	0.0077695877835087905
00120	0.01655998647375667	0.016659017898118404	0.016970604574768726	0.017040651192000194	0.017168667423492188
00130	0.0025177575659041107	0.0028076465843803874	0.0029357012618163886	0.003548116374487132	0.003515479298769116
00140	4.6311607515649275e-05	4.669708584586152e-05	4.708256417607371e-05	0.008514328088160963	0.008440281120920844
00150	0.0014027397226647163	0.0014147066589403217	0.0014266735952159256	0.0069676039692012455	0.006944932013386693
00160	0.002219015648247143	0.0022235015289376685	0.0022279874096281954	0.008219745128766151	0.008391605807042962
00170	0.003170476487440066	0.00555540587870787	0.00568934527497989	0.010411541152012427	0.010459204057515109
00180	0.003287176275139192	0.004820553112780795	0.004927285371725988	0.007811360963249434	0.007994039047008199
00190	0.0001986594848097361	0.0002009694788191516	0.00020327947282856713	0.0009777624403277333	0.0009712265951383769
00200	0.001824046777890863	0.0018256387623227248	0.0018272307467545866	0.005796290343639122	0.006026492746142869
00210	0.0003555693267802279	0.0003704911208064939	0.000385412914832759	0.005441676176972185	0.005690624067713826
00220	0.0013294502968812516	0.0036843905054760235	0.0038826477049400637	0.005422171467958369	0.008592528122129557
00230	0.0	0.0	0.0	0.0	0.0
00240	0.002164420280090947	0.0021890739282145275	0.0021839731734303383	0.0021746217896593248	0.0022332804696775007
00250	0.0016492356336323954	0.0023164875075743965	0.0023497862201443637	0.0036963781766668822	0.003684289968028322
00260	0.005223590165258196	0.005873676214702739	0.005986291811300423	0.007277152985149075	0.007286463910189478
00270	0.00872466845219097	0.008770347344610815	0.008839733003982737	0.008911431518667055	0.008931090788822434
00280	0.0037203543194589996	0.003696860018414452	0.003809886655871988	0.003767977902657396	0.0037628980537828998
00290	0.0005990942885104114	0.0005656045456744276	0.0005990942885104135	0.0006139786186597405	0.0005321148028384418
00300	0.0068393441467269	0.006811145510835914	0.006881642100563385	0.00680762068134954	0.0068252448287814075
00310	0.0013359443589825524	0.0013313796288265752	0.001363332739918413	0.0013237717452332805	0.0013542032796064593
00320	0.0047858702143872	0.004915872067878988	0.005007516938855366	0.005236114257470601	0.005267520645838911
00330	0.0019058276746488634	0.002937554774847321	0.0030608305541608856	0.0049627029907104965	0.0051242847545578795
00340	0.00039430530574315753	0.00038477663897605856	0.00037524797220896274	0.0016851581112739954	0.0017079707284366216
00350	0.004071830497951845	0.004145631831406778	0.0041856232939035485	0.0043364843754363945	0.004333225960813375
00360	0.0034390190545756563	0.003392671088880567	0.0034760974271317285	0.003463119996737103	0.003383401495741549
00370	0.002033882998105349	0.0020385867053165064	0.002092208967523724	0.0021006756405038108	0.0021016163819460427
00380	0.003262292221931029	0.0033223344100647323	0.0032898587611370706	0.0033646282784356406	0.0034099431374044705
00390	0.0018844030692385105	0.0019020345490393317	0.0019221406224964072	0.0019308017002933012	0.001957403582098047
00400	0.005303629682190281	0.005366538732705679	0.005355770516851691	0.0054464502293063224	0.0054815886178824925
00410	0.004432521845890171	0.004396472522175484	0.004476811015025358	0.004485565850784639	0.004404712367595984
00420	0.004705437053546813	0.004725859957425053	0.0047207542314554925	0.004775215308464136	0.004761600039211975
00430	0.0009598312406735449	0.001019545692450878	0.001023317131510499	0.001057050558654887	0.0011427460350651641
00440	0.004714802089855363	0.004774256686011333	0.0047490016363167615	0.004796354854494083	0.0048679108286287034
00500	0.02129366681493139	0.021307352790228214	0.02158620453690081	0.021705956820747937	0.02161357648749444
00510	0.007886593540923914	0.008191258095874654	0.008416241151838252	0.008745278871185013	0.009025570261739663
00520	0.005035792247559678	0.005163635414323195	0.005354056467520542	0.005552155788991974	0.005609742801047623
00530	0.010502936794117401	0.010881000983948423	0.010963241449194484	0.011659551424937348	0.011719369828856399
00540	0.0011101075005524041	0.0017641117769823076	0.002381941930668955	0.003483570865052612	0.0036899504835284183
00550	0.009668503983623053	0.009718357694141254	0.009729782502801675	0.009939583534565758	0.00982948992383807
00560	0.0014717699670372397	0.0021018403528663384	0.0021994103105259805	0.0034580064098751933	0.0034595510821845477
00570	7.500919256608896e-06	0.0007417232530143467	0.0007369056169204629	0.0021491311075734465	0.0022053502844356374
00580	0.0008650422669804758	0.0012507451352260588	0.0013382923763075524	0.002109698112798835	0.002109698112798835
00590	8.86559521861473e-05	8.912752639990342e-05	8.959910061365953e-05	0.0004095793246992255	0.000496326688375469
00600	0.004346250404283988	0.004360472772592759	0.004340456106084118	0.004353098211247471	0.00436890084270166
00610	0.00376442200178351	0.0037754654106629633	0.003773624842516388	0.003763041575673579	0.003795711660275294
00620	0.0013798718298932006	0.0014072776485718448	0.001437580017192138	0.0014429274940074839	0.0014923916545494327
00630	0.0032048553060547297	0.003221565911002501	0.0033019359633703537	0.003276870055948697	0.0033353571732658966
00640	0.0034997541897265894	0.0035267468570136466	0.003561704573664095	0.003595334782087312	0.0036156899082382065
00650	0.002615305049475101	0.002606113490022869	0.0026624883879965587	0.0026055007193927196	0.0026441052690920944
00660	0.0025702682588083156	0.002571440291758069	0.002615977543848683	0.0026069919579005765	0.002618321609748189
00670	0.0019645118530042666	0.0019661560711604466	0.0019779944418849447	0.001997396216127873	0.0019812828781973057
00680	0.001637674258949629	0.001649854392045266	0.0016122067079314812	0.001637895715915005	0.0016365669741227537
00690	0.000600472370155019	0.000598632753955229	0.000601229859178462	0.0005949535215556487	0.0005975506267788818
00700	0.0020376976771249713	0.0020450289128502827	0.0020336076192992696	0.0020633955876147494	0.002048270090749894
00710	0.004410050380840615	0.004450785785964847	0.004420677008264328	0.004462829297045054	0.004502147818512789
00720	0.00402714708951233	0.00403193561161638	0.00409610180781075	0.004079820832656954	0.004105678852018865
00730	0.003144256587897184	0.003133354842431139	0.0031201071517382214	0.0031190031775138113	0.0030983036608061274
00740	0.002855391795937655	0.0028758675917238516	0.002861282093355604	0.0028663309197138435	0.002902233684927991
00750	0.00293368735260649	0.0030031169088180483	0.003037089565776671	0.003152860464732754	0.003175948678199779
00760	0.0023114601922787567	0.002304621552656633	0.002294809591459669	0.002284997630262705	0.002281132312215416
00770	0.0016972645234066552	0.0017890580936266215	0.0018719684151156232	0.0019125775521714608	0.0020555555555555557
00780	0.0030868470047092323	0.003097141605519658	0.0030804950169751395	0.0031221114883364363	0.0031010842185959916
00790	0.002630052696134977	0.002719578964890279	0.0027843124965000222	0.002919071598861471	0.002963365034010647
00800	0.0017327040476137756	0.0019363245555993067	0.0019517502019541857	0.0023146986150851417	0.0023589912179251835
00810	0.0019470420838967328	0.0028630088581529482	0.002900949606339444	0.004711217685236699	0.0047328831548521045
00820	0.005220046206899448	0.005342028223851486	0.005364974444571923	0.0055409981362728854	0.0056089384784760365
00830	0.00039254266780508473	0.000730522774723912	0.0007263354748687926	0.0014010453135940783	0.001402295688706612
00840	0.0014282159122445126	0.0018504749204916536	0.0018781142373746093	0.0027176554705631564	0.0027226322538690343
00850	0.00014254213082181156	0.00014106524218221306	0.00013958835354261503	0.0007548865553213007	0.0007563299330561406
00860	9.603059391002705e-07	9.42885423198226e-07	9.254649072961803e-07	6.397540341262634e-05	6.178553630314769e-05
00870	0.0011495232011551337	0.002234254441718154	0.00224210689685754	0.004140951452848911	0.004411569377983634
00880	0.0003921254200001528	0.0003908726231311403	0.0004528860681471385	0.00045539166188515864	0.00045038047440911833
00890	6.411418289364174e-05	6.735388304767081e-05	6.691354379595587e-05	7.474597795147238e-05	7.339294410401422e-05
00900	0.0034905812902105288	0.00353891307379023	0.0035372022141944887	0.00360905831721561	0.0036338657813538545
00910	0.0040778935038408015	0.004556521764631273	0.004568252150509648	0.005491549537440839	0.005525508672090596
00920	0.0031726326918572467	0.0032943664151489365	0.0033998689753350687	0.003524681022664021	0.0036433364219184508
00930	0.0016431380810184582	0.0022094816493184594	0.002224543320312628	0.0032987369833588527	0.0033572304569126753
00940	0.004430358771848733	0.004461406167966413	0.004503093402079478	0.0045390246582606136	0.004565188194314838
00950	0.0016850311825149372	0.0017442063242936456	0.0017847913832846629	0.0018546621070364892	0.0019031416668420862
00960	0.0027789303683954797	0.0027723409667890163	0.0028889534073396348	0.002907723217976207	0.0028757746041267224
00970	0.0030947888197876555	0.0030940649603078893	0.0030787191393368695	0.0030900113472212046	0.003077271420377339
00980	0.0006195686305758156	0.0006233607645075314	0.0006271528984392465	0.0021115956253295867	0.0021525838849475423
00990	0.000108839555243323	0.0011514192797491666	0.0011883798831599623	0.0032189673499728503	0.00327353933217147
01120	7.50934803624636e-06	7.787068133290427e-06	8.06478823033457e-06	5.4921441138615476e-05	5.680149047110996e-05
01150	7.291345978436767e-05	8.6688277238398e-05	9.084130470563875e-05	0.00011408543998271537	0.00011839093961369903
01180	4.62446621533587e-06	4.457790408514142e-06	4.29111460169238e-06	2.7236389041987134e-05	2.747220193412555e-05
01190	3.1330208477138235e-05	3.1283726815130005e-05	3.170049348960799e-05	3.151456684157509e-05	3.160753016559154e-05
01200	0.0006162501700615423	0.0006146592510682123	0.0006173278893796047	0.0006181490088600332	0.0006141460513929446
01230	0.0008608298786252164	0.0008633551776651857	0.0008805866299379252	0.000870188339773341	0.0008856372280178661
01260	0.0005631160086909358	0.000565976280481112	0.0005709817561139203	0.0005706242221401483	0.0005767022996942727
01280	0.0026672471986190563	0.0026883886181453946	0.002706101699370157	0.002769525957949145	0.002748384538422816
