Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	-	-	-	-	-
2h	8.0	8.0	-	415	421	-
3h+	-	6.2	9.3	-	672	817
Kaikki	7.9	6.8	10.0	501	556	624
Lkm	21	28	12	21	28	12
