Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	8.6	9.7	7.9	446	469	554
3h+	-	7.7	-	-	672	-
Kaikki	8.8	8.2	8.6	443	587	587
Lkm	19	24.0	12	19	24	12
