Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.4	11.0	11.5	408	377	414
2h	10.6	9.2	9.7	544	515	531
3h+	9.8	8.0	9.3	730	774	761
Kaikki	10.4	9.2	10.1	564	520	529
Lkm	106.0	116.0	66.0	106	116	66
