Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	9.0	-	-	483	-	-
3h+	7.7	-	-	564	-	-
Kaikki	8.3	5.9	-	503	500	-
Lkm	17.0	4	-	17	4	-
