Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.0	12.7	13.1	487	451	433
2h	11.2	11.0	11.2	614	598	612
3h+	10.6	10.3	11.2	846	842	937
Kaikki	11.0	11.1	11.8	693	612	616
Lkm	456.0	360.0	122.0	456	360	122
