Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	12.6	12.7	-	423	430
2h	-	11.4	11.5	-	525	533
3h+	-	9.9	11.2	-	742	737
Kaikki	-	11.7	12.0	-	484	492
Lkm	-	242.0	114.0	-	242	114
