Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.6	15.5	16.2	459	523	521
2h	11.4	12.4	13.5	556	612	662
3h+	10.6	11.3	11.7	824	876	963
Kaikki	11.0	12.1	12.8	651	700	753
Lkm	1840.0	206.0	120.0	1840	206	120
