Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	16.6	18.5	-	468	531
2h	-	13.1	14.7	-	627	642
3h+	-	10.5	-	-	854	-
Kaikki	-	14.2	17.3	-	549	586
Lkm	-	174.0	59	-	174	59
