Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.3	11.6	-	428	458	-
2h	8.9	9.9	9.7	488	528	495
3h+	8.7	8.8	9.4	684	790	806
Kaikki	9.3	9.3	9.7	498	650	605
Lkm	722.0	152.0	61	722	152	61
