Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	15.7	18.2	18.6	451	527	524
2h	14.0	14.0	14.1	663	643	649
3h+	12.3	11.7	10.7	896	833	726
Kaikki	14.5	15.6	16.0	553	589	577
Lkm	1124.0	1301.0	1984.0	1124	1301	1984
