Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	8.6	10.6	-	291	331	-
2h	8.0	-	-	439	-	-
3h+	8.2	7.8	-	674	681	-
Kaikki	8.2	8.2	7.5	472	534	455
Lkm	52.0	25	5	52	25	5
