Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.0	9.6	10.6	332	325	328
2h	8.5	8.7	8.6	456	465	393
3h+	8.7	7.3	7.2	660	631	701
Kaikki	8.6	8.5	8.2	467	422	463
Lkm	88.0	142.0	90.0	88	142	90
