Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	12.2	12.2	12.7	345	405	410
2h	9.4	10.0	9.7	531	535	520
3h+	8.9	9.0	8.6	663	722	695
Kaikki	10.0	10.4	10.5	471	506	488
Lkm	166.0	304.0	206.0	166	304	206
