Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	-	-	-	-	-
2h	9.3	8.5	-	511	523	-
3h+	-	-	-	-	-	-
Kaikki	9.5	8.3	7.0	528	544	518
Lkm	12	14	7	12	14	7
