Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	13.7	15.5	16.9	489	508	524
2h	11.8	11.7	13.8	650	610	629
3h+	11.2	10.1	10.9	898	916	867
Kaikki	11.7	12.4	13.9	732	618	622
Lkm	320.0	232.0	76.0	320	232	76
