Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	15.7	18.8	19.2	547	617	589
2h	12.6	13.0	14.4	675	690	756
3h+	12.0	11.7	13.1	955	907	865
Kaikki	12.5	13.8	16.0	785	725	681
Lkm	580.0	292.0	292.0	580	292	292
