Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.6	12.8	12.7	414	434	452
2h	10.0	10.9	11.2	536	567	585
3h+	10.0	9.8	9.7	756	820	829
Kaikki	10.4	10.5	10.8	533	640	622
Lkm	434.0	236.0	98.0	434	236	98
