Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.9	14.6	15.5	405	479	482
2h	11.2	11.3	11.9	565	567	576
3h+	10.6	9.3	8.9	823	769	731
Kaikki	11.2	12.0	12.3	547	549	554
Lkm	396.0	828.0	624.0	396	828	624
