Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	21.7	19.3	20.6	538	547	555
2h	12.5	15.1	15.9	590	662	680
3h+	12.2	13.6	13.2	889	956	943
Kaikki	13.5	17.1	17.9	625	606	618
Lkm	52.0	812.0	578.0	52	812	578
