Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	10.2	11.3	-	359	409	-
2h	10.7	8.8	-	576	542	-
3h+	9.6	7.2	7.9	776	600	892
Kaikki	10.1	8.2	8.3	609	536	673
Lkm	56.0	52.0	13	56	52	13
