Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	8.9	-	-	307	-	-
2h	8.5	9.3	-	474	418	-
3h+	8.3	5.9	-	610	553	-
Kaikki	8.5	7.1	7.5	483	459	417
Lkm	34.0	21	7	34	21	7
