Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	-	-	15.8	-	-	454
2h	-	11.3	-	-	521	-
3h+	-	7.5	-	-	634	-
Kaikki	11.1	9.0	10.6	422	552	529
Lkm	5	29	15	5	29	15
