Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.7	15.8	17.7	435	483	509
2h	10.7	11.5	12.8	530	557	583
3h+	9.3	10.1	10.5	718	729	708
Kaikki	10.3	12.7	14.7	561	545	550
Lkm	1392.0	578.0	554.0	1392	578	554
