Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	9.9	-	-	335	-	-
2h	-	9.3	-	-	510	-
3h+	-	7.7	8.1	-	830	796
Kaikki	9.7	8.0	8.1	368	686	669
Lkm	15	27	11	15	27	11
