Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.6	12.7	14.2	438	434	475
2h	10.8	10.9	11.1	550	562	589
3h+	9.8	9.7	10.0	720	797	819
Kaikki	10.6	10.8	11.2	575	577	623
Lkm	464.0	170.0	48.0	464	170	48
