Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	14.2	9.5	-	533	426	-
2h	11.7	9.6	12.3	608	555	730
3h+	11.5	9.7	10.9	936	953	922
Kaikki	11.9	9.6	11.4	726	719	788
Lkm	162.0	44.0	25	162	44	25
