Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
2h	11.7	-	-	592	-	-
3h+	10.0	9.1	-	790	1064	-
Kaikki	10.7	9.2	11.5	691	942	778
Lkm	16.0	19	5	16	19	5
