Unnamed	Keskivuokra ARA-vuokra	Keskivuokra Vapaarah. vanhat	Keskivuokra Vapaarah. uudet	Kuukausivuokra ARA-vuokra	Kuukausivuokra Vapaarah. vanhat	Kuukausivuokra Vapaarah. uudet
1h	11.9	11.7	-	440	401	-
2h	11.1	9.5	10.9	589	470	570
3h+	10.8	10.6	10.4	811	926	882
Kaikki	11.0	10.3	10.9	642	544	671
Lkm	166.0	58.0	33	166	58	33
